,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,objectid,name,address,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape
13,20.0,25.0,44.0,912.0,宁波市海曙区高桥镇宝宝幼儿园,浙江省宁波市海曙区高桥镇严家村117号,121.4690238,29.87813937,宁波市,海曙区,高桥镇,幼儿园,330205.0,学前教育,,01010000208A110000E8EB5D7C045E5E406098D6BDCDE03D40
14,22.0,27.0,47.0,982.0,义乌华溪小学,浙江省金华市义乌市廿三里街道华溪村委会,120.2004588,29.3505325,金华市,义乌市,廿三里街,小学,330782.0,初等教育,,01010000208A11000090BA3651D40C5E4070DD887FBC593D40
15,24.0,29.0,51.0,1107.0,杭州市余杭区仓前中心小学,杭州市余杭区仓前街道仓兴街348-2号,119.9903222,30.29261889,杭州市,余杭区,仓前街道,小学,330110.0,初等教育,,01010000208A110000388E6E7061FF5D4060724E12E94A3E40
16,25.0,30.0,53.0,1163.0,杭州市西湖区山水学前教育集团（总园）,杭州市西湖区莲花街97号山水人家小区内,120.1028131,30.27288429,杭州市,西湖区,古荡街道,幼儿园,330106.0,学前教育,,01010000208A11000028155F7D94065E406024ADBEDB453E40
17,26.0,31.0,54.0,1181.0,杭州市余杭区五常文福幼儿园,杭州市余杭区五常街道文一社区西溪北苑西区64幢,120.0314067,30.29160411,杭州市,余杭区,五常街道,幼儿园,330110.0,学前教育,,01010000208A11000030734F9102025E40D0B63091A64A3E40
18,27.0,32.0,55.0,1183.0,义乌市绣湖中学教育集团,义乌市北苑街道秀禾路16号,120.0604804,29.31281598,金华市,义乌市,北苑街道,初级中学,330782.0,中等教育,,01010000208A110000A0B72AE9DE035E40904A2EB514503D40
19,29.0,34.0,59.0,1198.0,杭州市西湖小学教育集团（总校）,曙光路143号,120.1262284,30.25585827,杭州市,西湖区,北山街道,小学,330326.0,初等教育,,01010000208A110000A0FD152014085E40202D69ED7F413E40
20,32.0,37.0,65.0,1266.0,义乌市稠城第一小学教育集团,义乌市稠城街道城中中路57号,120.0753316,29.30862141,金华市,义乌市,稠城街道,小学,330782.0,初等教育,,01010000208A110000F048BA3BD2045E40A06217D0014F3D40
21,33.0,39.0,69.0,1306.0,杭州市余杭区径山镇长乐幼儿园,杭州市余杭区径山镇径山中路17号,119.8487489,30.33813595,杭州市,余杭区,径山镇,幼儿园,330110.0,学前教育,,01010000208A11000038ADD4E651F65D4010DADE1390563E40
22,34.0,40.0,70.0,1314.0,义乌市北苑街道现代城市花园幼儿园,义乌市北苑街道春晗南路358号,120.0375169,29.31664659,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000103A51AD66025E40205349C00F513D40
23,35.0,41.0,71.0,1325.0,义乌市廿三里街道埠头幼儿园,义乌市廿三里街道埠头村6幢1-2号,120.1929863,29.3313819,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000504B20E3590C5E40F082A171D5543D40
24,36.0,44.0,75.0,1399.0,杭州市余杭区英特西溪外国语学校,闲林街道上和路125号,119.9786624,30.24753803,杭州市,余杭区,闲林街道,九年一贯制学校,330110.0,中等教育,,01010000208A110000209F6667A2FE5D40D08B10A75E3F3E40
25,37.0,45.0,76.0,1428.0,杭州西溪伟才幼儿园有限公司,杭州市西湖区天目山路363号,120.0835248,30.26246229,杭州市,西湖区,留下街道,幼儿园,330106.0,学前教育,,01010000208A11000000DF807858055E4030B083BA30433E40
26,39.0,47.0,78.0,1459.0,浙江省广播电视中等专业学校,浙江省杭州市西湖区教工路42号,120.1318291,30.27770517,杭州市,西湖区,西溪街道,成人中等专业学校,330106.0,中等教育,,01010000208A110000B83F60E36F085E4010F7ABAF17473E40
27,40.0,48.0,79.0,1461.0,杭州市余杭区塘栖镇宏畔幼儿园,杭州市余杭区塘栖镇莫家桥村委往东100米,120.1571608,30.44443605,杭州市,余杭区,塘栖镇,幼儿园,330110.0,学前教育,,01010000208A110000C8FA2AEC0E0A5E40E080A48FC6713E40
28,41.0,49.0,81.0,1504.0,义乌市廿三里安博幼儿园,义乌市廿三里街道麻车塘二区6幢,120.1668843,29.34917626,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000B0BA513BAE0A5E40E0888D9D63593D40
29,42.0,50.0,82.0,1523.0,宁波市海曙区洞桥镇百梁天成希望小学,宁波市海曙区洞桥镇蕙江村桥北38号,121.3857417,29.76967903,宁波市,海曙区,洞桥镇,小学,330203.0,初等教育,,01010000208A11000078190BFEAF585E4050AD4DAF09C53D40
30,43.0,51.0,83.0,1546.0,义乌市廿三里街道金桥人家幼儿园,义乌市廿三里街道金桥小区22幢1号,120.1612389,29.33243678,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000F09B22BD510A5E40607FA1931A553D40
31,44.0,52.0,84.0,1547.0,杭州市余杭区昂立天都城幼儿园,杭州市余杭区星桥街道天月苑内,120.243687,30.389117,杭州市,余杭区,星桥街道,幼儿园,330110.0,学前教育,,01010000208A11000078DD5B91980F5E405051F52B9D633E40
32,46.0,55.0,87.0,1640.0,义乌市佛堂镇石北幼儿园,佛堂镇石北村,120.089069,29.219266,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A1100009885764EB3055E40F01F0BD121383D40
33,47.0,56.0,88.0,1642.0,浙江远大专修学院,浙江省杭州市西湖区翠苑街道黄姑山社区,120.117062,30.27849482,杭州市,西湖区,翠苑街道,民办的其他高等教育机构,330106.0,其他教育,,01010000208A110000B894AEF17D075E40F07AD56F4B473E40
34,48.0,57.0,89.0,1643.0,杭州市学军中学海创园学校,余杭区荆余路379号,119.9613054,30.2510239,杭州市,余杭区,余杭街道,高级中学,330110.0,中等教育,,01010000208A11000070B5DC0686FD5D40B003311A43403E40
35,50.0,60.0,95.0,1743.0,宁波市海曙区古林镇藕池小学,宁波市海曙区古林镇藕池新村1号,121.5058082,29.84227933,宁波市,海曙区,古林镇,小学,330203.0,初等教育,,01010000208A110000582385295F605E40E0263C9E9FD73D40
36,51.0,61.0,97.0,1782.0,宁波市海曙区集士港镇科创幼儿园,浙江省宁波市集士港镇科创北路247号科创幼儿园,121.4502736,29.85981881,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A11000098B37B48D15C5E4010BBE9151DDC3D40
37,53.0,63.0,102.0,1881.0,杭州市余杭区乔司杭海路小学,杭州市余杭区乔司街道胜桑路6号,120.2805872,30.32711295,杭州市,余杭区,乔司街道,小学,330110.0,初等教育,,01010000208A1100003826EA23F5115E40A00D9AACBD533E40
38,54.0,64.0,104.0,1887.0,义乌市江东梅湖幼儿园,义乌市江东街道梅湖篮球馆东侧,120.10417,29.315459,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A11000058CEA5B8AA065E40903AC8EBC1503D40
39,55.0,65.0,105.0,1888.0,义乌市后宅街道全备幼儿园,义乌市后宅街道全备村,120.0649489,29.373033,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A110000A0F3591F28045E40C0CD4C177F5F3D40
40,56.0,67.0,108.0,1943.0,义乌市城西街道五星幼儿园,浙江省义乌市城西街道西站三区24幢,119.9851083,29.31701066,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A110000E0D273030CFF5D40E000409C27513D40
41,57.0,68.0,109.0,1951.0,杭州市余杭区人大附中学校,余杭区中泰街道国文路1号,119.9156135,30.24793582,杭州市,余杭区,中泰街道,十二年一贯制学校,330110.0,中等教育,,01010000208A110000E871876999FA5D404096DFB8783F3E40
42,58.0,69.0,110.0,1953.0,杭州市余杭区仁和东风小学,浙江省杭州市余杭区仁和街道树东路15号,120.0748688,30.43748269,杭州市,余杭区,仁和街道,小学,330110.0,初等教育,,01010000208A110000F0BB62A6CA045E40C04BA7DDFE6F3E40
43,59.0,70.0,112.0,1971.0,义乌市上溪永晟幼儿园,义乌市上溪镇馨苑南区40幢,119.9371921,29.28613189,金华市,义乌市,上溪镇,幼儿园,330782.0,学前教育,,01010000208A11000028D657F4FAFB5D4080E485F03F493D40
44,60.0,71.0,114.0,1991.0,杭州市余杭区星运幼儿园,杭州市余杭区星桥街道宝旋路99号,120.2617301,30.39375945,杭州市,余杭区,星桥街道,幼儿园,330110.0,学前教育,,01010000208A110000982EBB2FC0105E40C06B696BCD643E40
45,63.0,74.0,117.0,2024.0,义乌市上溪镇陶启智幼儿园,义乌市上溪镇吴店吴萧路西17号,119.9066427,29.26186942,金华市,义乌市,上溪镇,幼儿园,330782.0,学前教育,,01010000208A110000E0B7016F06FA5D40F0B8D2DF09433D40
46,64.0,75.0,119.0,2040.0,杭州市余杭区文正小学,杭州市余杭区南苑街道耕读路108号,120.2973926,30.36824937,杭州市,余杭区,南苑街道,小学,330110.0,初等教育,,01010000208A1100005025E17A08135E4030553097455E3E40
47,65.0,76.0,122.0,2104.0,宁波市海曙区石碶街道雅悦幼儿园,宁波市海曙区石碶街道雅戈尔大道51号大悦雅园27号,121.51168,29.83642924,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A11000038D76E5DBF605E4050EC023A20D63D40
48,66.0,77.0,123.0,2109.0,义乌市江东街道叮叮幼儿园,义乌市江东街道桥东三区5幢3号,120.08768,29.30468763,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A1100001064888C9C055E4000762102004E3D40
49,67.0,78.0,124.0,2116.0,杭州仁和实验学校,杭州西湖风景名胜区梅灵南路5号,120.092825,30.179154,杭州市,西湖区,西湖街道,十二年一贯制学校,330106.0,中等教育,,01010000208A11000010D044D8F0055E4090F25A09DD2D3E40
50,68.0,79.0,125.0,2141.0,杭州师范大学幼儿园,杭州市西湖区教工路142号,120.1322934,30.28354823,杭州市,西湖区,西溪街道,幼儿园,330106.0,学前教育,,01010000208A110000E8FCC17E77085E40C036D19D96483E40
51,70.0,81.0,128.0,2164.0,义乌市廿三里米兰幼儿园,义乌市廿三里衬托新村11栋,120.166953,29.35345753,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000D074815BAF0A5E4080944F317C5A3D40
52,73.0,84.0,132.0,2248.0,宁波市海曙区鄞江镇梅园幼儿园,宁波市海曙区鄞江镇大桥村车站中174号,121.3686,29.80510231,宁波市,海曙区,鄞江镇,幼儿园,330203.0,学前教育,,01010000208A1100007066752497575E40E044682F1BCE3D40
53,74.0,85.0,133.0,2251.0,杭州市西湖区文新学前教育集团（总园）,杭州市西湖区古墩路580-2,120.094461,30.29080745,杭州市,西湖区,文新街道,幼儿园,330106.0,学前教育,,01010000208A110000989528A60B065E40E0975E5B724A3E40
54,76.0,87.0,135.0,2304.0,浙江新世纪经贸专修学院,杭州市余杭区天目山西路355号,119.9683002,30.24055365,杭州市,余杭区,闲林街道,民办的其他高等教育机构,330110.0,其他教育,,01010000208A110000B02A30A1F8FD5D4000DD9CEC943D3E40
55,77.0,88.0,136.0,2307.0,义乌市荷塘月色幼儿园,义乌市福田街道西城北路荷塘月色小区内,120.0987628,29.36223802,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000E0DB4F2152065E40A07292A1BB5C3D40
56,79.0,90.0,142.0,2443.0,中国美术学院附属中等美术学校,杭州市西湖区转塘象山352号,120.0700387,30.15954613,杭州市,西湖区,转塘街道,中等技术学校,330106.0,中等教育,,01010000208A1100001814A2837B045E40A05FD103D8283E40
57,80.0,91.0,143.0,2527.0,宁波市海曙区高桥镇藕缆桥幼儿园,宁波市海曙区高桥镇藕缆桥村1号,121.4924476,29.86992308,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A110000E841D342845F5E4030C05D47B3DE3D40
58,83.0,94.0,148.0,2631.0,杭州市余杭区梧桐树幼儿园,杭州市余杭区梧桐树幼儿园,120.2731694,30.36771442,杭州市,余杭区,乔司街道,幼儿园,330110.0,学前教育,,01010000208A1100006842889B7B115E4060483388225E3E40
59,84.0,97.0,152.0,2706.0,杭州市余杭区良渚杭行路小学,杭州市余杭区良渚街道杭行路与郁宅路交叉口向东200米杭行路小学,120.1115615,30.35945038,杭州市,余杭区,良渚街道,小学,330110.0,初等教育,,01010000208A11000078BABED223075E401085B7F0045C3E40
60,85.0,98.0,153.0,2707.0,宁波市海曙区石碶冯家幼儿园,宁波市海曙区石碶街道冯家村2号,121.4844587,29.82395636,宁波市,海曙区,石碶街道,幼儿园,330213.0,学前教育,,01010000208A1100007069135F015F5E40700EBECDEED23D40
61,86.0,99.0,155.0,2724.0,宁波市海曙艾迪幼儿园,宁波市海曙区集士港镇广盛路585号,121.4376471,29.85698327,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A1100007833F868025C5E400093694163DB3D40
62,87.0,100.0,156.0,2738.0,义乌市稠江米德幼儿园,义乌市稠江街道米德幼儿园,120.039039,29.28537462,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000F0993C9D7F025E40206B9B4F0E493D40
63,89.0,104.0,161.0,2844.0,义乌市廿三里蒙正幼儿园,义乌市廿三里街道王店东区6-8号,120.1845662,29.34125268,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000304186EECF0B5E4030FAE7555C573D40
64,90.0,105.0,162.0,2881.0,杭州应用声学研究所,杭州市西湖区留下街道屏峰715号,120.0461603,30.22756827,杭州市,西湖区,留下街道,培养研究生的科研机构,330106.0,其他教育,,01010000208A11000038576C4AF4025E40F06F16EA413A3E40
65,91.0,106.0,163.0,2916.0,宁波市鄞州区重竞技学校,宁波市鄞州区鄞江镇朱节岭路100号,121.3566056,29.78617955,宁波市,海曙区,鄞江镇,完全中学,330203.0,中等教育,,01010000208A110000200C72A0D2565E40C09F281043C93D40
66,94.0,110.0,170.0,3067.0,义乌市赤岸双峰幼儿园,义乌市赤岸镇双峰路99号,120.0313399,29.14821752,金华市,义乌市,赤岸镇,幼儿园,330782.0,学前教育,,01010000208A110000183E0F7901025E4010EA4795F1253D40
67,95.0,111.0,171.0,3090.0,义乌市稠城一朵幼儿园,义乌市稠城街道城中北路280巷-9,120.080959,29.32546548,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A110000E88CAB6E2E055E40B093A8B451533D40
68,96.0,112.0,172.0,3105.0,杭州市广播电视中等专业学校,杭州市文一西路37号,120.1122199,30.28937833,杭州市,西湖区,古荡街道,成人中等专业学校,330106.0,中等教育,,01010000208A110000C8BC779C2E075E4070B3D0B2144A3E40
69,97.0,113.0,173.0,3126.0,浙江大学幼儿园实验园,杭州市西湖区求是村内,120.1257567,30.26523628,杭州市,西湖区,灵隐街道,幼儿园,330106.0,学前教育,,01010000208A110000389EE5650C085E4010E76486E6433E40
70,98.0,115.0,175.0,3141.0,杭州市余杭区贝尔乐幼儿园,杭州市余杭区良渚街道南庄兜东苑小区内,120.1174608,30.38603063,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A11000098DC507A84075E40A0EC31E7D2623E40
71,99.0,116.0,176.0,3166.0,杭州市西湖区之江幼儿园,杭州市西湖区珊瑚沙家园22幢,120.0964717,30.16659346,杭州市,西湖区,转塘街道,幼儿园,330106.0,学前教育,,01010000208A110000081168972C065E40F02172DEA52A3E40
72,100.0,117.0,177.0,3168.0,义乌市佛堂镇倍磊学校,义乌市佛堂镇倍磊八宝西路23号,119.9779408,29.16915652,金华市,义乌市,佛堂镇,小学,330782.0,初等教育,,01010000208A110000C0F6D09496FE5D4090D463D74D2B3D40
73,102.0,119.0,179.0,3185.0,义乌市廿三里街道和平幼儿园,义乌市廿三里街道华溪村,120.2015456,29.35350784,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000B0D38D1FE60C5E408090707D7F5A3D40
74,103.0,120.0,180.0,3187.0,宁波市海曙区石碶博娃幼儿园,宁波市海曙区石碶街道塘西中路100号,121.4998694,29.83583422,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000008410DCFD5F5E40A0A94C3BF9D53D40
75,104.0,121.0,181.0,3197.0,义乌市福田心连心幼儿园,九如堂村16号,120.131743,29.344062,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000881E317A6E085E40E0CB7D7214583D40
76,106.0,123.0,183.0,3237.0,义乌市廿三里金桥智慧树幼儿园,义乌市廿三里街道商源路8号,120.1657827,29.3250036,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A11000018C0282F9C0A5E4090609D6F33533D40
77,107.0,124.0,185.0,3248.0,杭州市余杭区人和幼儿园,杭州市余杭区五常路口荆长路一号,120.0377622,30.24204948,杭州市,余杭区,五常街道,幼儿园,330110.0,学前教育,,01010000208A110000183C4DB26A025E40B07F75F4F63D3E40
78,108.0,126.0,188.0,3310.0,宁波市海曙区石碶立星学校,宁波市海曙区石碶街道星光村沈家西113号,121.4806085,29.80478757,宁波市,海曙区,石碶街道,九年一贯制学校,330203.0,中等教育,,01010000208A1100001876194AC25E5E409032D48E06CE3D40
79,110.0,128.0,190.0,3346.0,杭州市余杭区树兰高级中学,余杭区兴国路535号,120.2296736,30.47216248,杭州市,余杭区,塘栖镇,高级中学,330110.0,中等教育,,01010000208A1100000022ABF8B20E5E409096F2A3DF783E40
80,112.0,130.0,192.0,3366.0,义乌市廿三里博哈幼儿园,义乌市廿三里街道下朱宅祥云路122号,120.1664801,29.32214352,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000C0DF039CA70A5E40C0327CFF77523D40
81,113.0,131.0,193.0,3397.0,杭州市余杭区长乐金舟城幼儿园,杭州市余杭区径山镇长乐径东路43号,119.8520183,30.34005297,杭州市,余杭区,径山镇,幼儿园,330110.0,学前教育,,01010000208A1100003038DC7787F65D40402C14B60D573E40
82,114.0,132.0,194.0,3398.0,杭州市余杭区金城英特西溪海幼儿园,杭州市余杭区上和路123号,119.9772838,30.2477236,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A110000480086D18BFE5D40105565D06A3F3E40
83,115.0,133.0,197.0,3427.0,义乌市稠江龙回智慧幼儿园,义乌市稠江街道龙回村二区39幢1-2号,120.015655,29.29330014,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A11000030B0F77D00015E40E018DAB7154B3D40
84,117.0,135.0,199.0,3463.0,杭州市第十五中学教育集团,浙江省杭州市西湖区玉古路165号,120.122649,30.26964624,杭州市,西湖区,灵隐街道,初级中学,330106.0,中等教育,,01010000208A1100004010F87AD9075E4010B32D8907453E40
85,120.0,138.0,202.0,3483.0,宁波市海曙区高桥镇中心初级中学,宁波市海曙区高桥镇芦港村1号,121.4773567,29.89544927,宁波市,海曙区,高桥镇,初级中学,330203.0,中等教育,,01010000208A110000602832038D5E5E4080E0D1293CE53D40
86,121.0,139.0,203.0,3499.0,义乌稠城乐乐幼儿园,义乌市稠城街道义驾山34幢1号,120.087138,29.313949,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A110000480F43AB93055E40A09C2FF65E503D40
87,122.0,140.0,204.0,3526.0,宁波市海曙区柳锦幼儿园,浙江省宁波市海曙区常青路98弄,121.5250143,29.87303654,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A110000C86B5ED599615E4050839B527FDF3D40
88,124.0,142.0,206.0,3558.0,义乌市北苑街道现代名人花园幼儿园,浙江省金华市义乌市北苑街道望道路179-2号,120.046551,29.315936,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000028A60BB1FA025E4010A1832EE1503D40
89,125.0,143.0,207.0,3566.0,杭州市余杭区万佳宝贝幼儿园,余杭街道禹航路1068号,119.9364727,30.28327113,杭州市,余杭区,余杭街道,幼儿园,330110.0,学前教育,,01010000208A110000F0942A2BEFFB5D40C08BF37484483E40
90,126.0,144.0,208.0,3579.0,宁波市海曙区石碶洪渡幼儿园,宁波市海曙区石碶街道石源路8号,121.4952374,29.82720642,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A11000048DA3EF8B15F5E4080D3D5CCC3D33D40
91,127.0,145.0,209.0,3592.0,义乌市柳青学校教育集团,浙江省义乌市北苑街道常青路6号,120.0507555,29.34523967,金华市,义乌市,北苑街道,九年一贯制学校,330782.0,中等教育,,01010000208A110000A84B01943F035E4090858CA061583D40
92,128.0,146.0,211.0,3620.0,杭州市西湖区自在城幼儿园,杭州市西湖区嘉仁路与欣然街交叉口,120.0677529,30.33664339,杭州市,西湖区,三墩镇,幼儿园,330106.0,学前教育,,01010000208A1100007095271056045E40E048CD422E563E40
93,129.0,147.0,212.0,3626.0,杭州市育才教育集团（总校）,杭州市西湖区黄姑山横路70号,120.1268049,30.27745564,杭州市,西湖区,翠苑街道,小学,330106.0,初等教育,,01010000208A11000058FA6E921D085E40905D495507473E40
94,132.0,151.0,220.0,3832.0,杭州市西湖区乐迪幼儿园,杭州市周坪路137号,120.0643388,30.34394532,杭州市,西湖区,三墩镇,幼儿园,330106.0,学前教育,,01010000208A1100002890A9201E045E40B0E5F9CC0C583E40
95,133.0,152.0,221.0,3868.0,义乌市香山小学教育集团,稠城街道胜利路35号,120.0616006,29.30649581,金华市,义乌市,稠城街道,小学,330782.0,初等教育,,01010000208A11000028648443F1035E40B07D7982764E3D40
96,134.0,153.0,222.0,3877.0,杭州市保俶塔实验学校,浙江省杭州市西湖区天目山路81号,120.144894,30.27284348,杭州市,西湖区,北山街道,十二年一贯制学校,330106.0,中等教育,,01010000208A110000A0EB7CF145095E40500DEA11D9453E40
97,135.0,154.0,223.0,3895.0,杭州云谷幼儿园,杭州市西湖区桃源坞基金小镇5-7号楼,120.1007556,30.25810601,杭州市,西湖区,留下街道,幼儿园,330106.0,学前教育,,01010000208A1100001802BFC772065E4050F73A3C13423E40
98,136.0,155.0,224.0,3908.0,义乌市江东街道彩虹幼儿园,义乌市江东街道徐村后山巷8号,120.0489413,29.25560596,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A11000088B0BEDA21035E40E00A78646F413D40
99,138.0,157.0,228.0,3954.0,宁波市海曙区江湾城幼儿园,宁波市海曙区中湾广场63号,121.5382786,29.85590209,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A1100008051E32773625E40403E30661CDB3D40
100,139.0,158.0,229.0,3956.0,义乌市绣湖小学教育集团,浙江省义乌市县前街65号,120.066264,29.30967492,金华市,义乌市,稠城街道,小学,330782.0,初等教育,,01010000208A110000702B21AB3D045E40A0610EDB464F3D40
101,140.0,159.0,230.0,3992.0,徳清县莫干山镇中心幼儿园,浙江省德清县莫干山镇,119.897047,30.60185702,湖州市,德清县,莫干山镇,幼儿园,330521.0,学前教育,,01010000208A11000050A2AF3769F95D40A0C4394D139A3E40
102,141.0,160.0,231.0,3994.0,杭州市西湖区东方幼儿园,杭州市紫荆花路282号,120.0879673,30.29037869,杭州市,西湖区,文新街道,幼儿园,330106.0,学前教育,,01010000208A11000060A9BD41A1055E40F07A1642564A3E40
103,144.0,163.0,234.0,4007.0,宁波市海曙区西成幼儿园,宁波市海曙区澄波华庭12号,121.5120525,29.8894678,宁波市,海曙区,望春街道,幼儿园,330203.0,学前教育,,01010000208A1100000866F777C5605E40E0BA7429B4E33D40
104,145.0,164.0,236.0,4018.0,宁波市鄞州少林文武学校,宁波市海曙区集士港镇童家横村7号,121.4242636,29.8879984,宁波市,海曙区,集士港镇,成人中等专业学校,330203.0,中等教育,,01010000208A110000A0084E22275B5E40704FEEDC53E33D40
105,146.0,165.0,241.0,4058.0,杭州西湖风景名胜区龙井幼儿园,杭州西湖风景名胜区龙井路3-1号,120.1182606,30.24659962,杭州市,西湖区,灵隐街道,幼儿园,330106.0,学前教育,,01010000208A11000018D8C39491075E40B0FD2327213F3E40
106,147.0,167.0,244.0,4089.0,义乌市廿三里大风车幼儿园,义乌市廿三里街道下娄小区60栋,120.1667557,29.34016533,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A11000040EC1F20AC0A5E4040FE2E1315573D40
