,objectid,name,address,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape
18,379.0,义乌市义亭镇王阡幼儿园,浙江省义乌市义亭镇王阡一村,119.9424861,29.23380239,金华市,义乌市,义亭镇,幼儿园,330782.0,学前教育,,01010000208A110000705A67B151FC5D40404D1D79DA3B3D40
19,383.0,杭州明路蔚蓝幼儿园有限公司,杭州市余杭区五常街道三维智汇中心6幢1单元101室、6幢2单元101室、7幢1单元101室,120.0121874,30.28829627,杭州市,余杭区,五常街道,幼儿园,330110.0,学前教育,,01010000208A110000181BA9ADC7005E40F0E9C6C8CD493E40
20,393.0,宁波市东恩中学,海曙区灵桥路164号,121.5454994,29.85945445,宁波市,海曙区,南门街道,初级中学,330203.0,中等教育,,01010000208A110000C8C94276E9625E40C0F8E13405DC3D40
21,406.0,杭州市余杭区肯思幼儿园,余杭区中泰街道国文路1号,119.9147569,30.24770264,杭州市,余杭区,中泰街道,幼儿园,330110.0,学前教育,,01010000208A11000090C1A9608BFA5D40400CA570693F3E40
22,457.0,宁波市海曙区鄞江镇燕玲学校,宁波市海曙区鄞江镇大桥村,121.3681753,29.80637072,宁波市,海曙区,鄞江镇,小学,330203.0,初等教育,,01010000208A110000A0B0292F90575E4010ACAD4F6ECE3D40
23,503.0,杭州市余杭区江南春·白云深处幼儿园,余杭街道上文山白云深处别墅区,119.9670737,30.24536868,杭州市,余杭区,余杭街道,幼儿园,,学前教育,,01010000208A110000A8BCFB88E4FD5D40905B5C7BD03E3E40
24,543.0,宁波市海曙区石碶街道栎社幼儿园,浙江省宁波 市海曙区石碶街道联丰工业区12号,121.4790015,29.80800952,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000D00BF3F5A75E5E40B0413FB6D9CE3D40
25,545.0,义乌市北苑街道时代花园优幼幼稚园,丹溪社区居委会,120.053927,29.324774,金华市,义乌市,北苑街道,幼儿园,330781.0,学前教育,,01010000208A110000C8573B8A73035E4050978C6324533D40
26,553.0,宁波市实验幼儿园,青林湾东区2号、维科上院30号,121.520253,29.905397,宁波市,海曙区,望春街道,幼儿园,,学前教育,,01010000208A11000058293DD34B615E4080E50819C8E73D40
27,646.0,杭州市余杭区良渚七贤幼儿园,杭州市余杭区良渚街道崇福山居一号楼,120.0019243,30.35325935,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A110000C05927871F005E40105F5E346F5A3E40
28,648.0,义乌市福田街道中心幼儿园,义乌市商博路612号,120.1140806,29.33292995,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000587CC5184D075E40D0ED9DE53A553D40
29,666.0,杭州市余杭区鸬鸟镇中心小学,杭州市余杭区鸬鸟镇雅城镇236号,119.7535168,30.45495193,杭州市,余杭区,鸬鸟镇,小学,330110.0,初等教育,,01010000208A110000902E699E39F05D40209ACCBA77743E40
30,679.0,义乌市江东街道快乐幼儿园,江东金村C区37栋,120.084187,29.296766,金华市,义乌市,江东街道,幼儿园,330281.0,学前教育,,01010000208A110000E8EFDE5163055E40909048DBF84B3D40
31,699.0,宁波市海曙区洞桥镇中心幼儿园,宁波市海曙区洞桥镇文卫路49号,121.4077403,29.78416151,宁波市,海曙区,洞桥镇,幼儿园,330203.0,学前教育,,01010000208A110000789CF36A185A5E40F01D15CFBEC83D40
32,704.0,义乌市廿三里乐哈哈幼儿园,义乌市廿三里街道后,120.1765066,29.32321032,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000306327E24B0B5E4040B862E9BD523D40
33,738.0,杭州云谷学校,杭州市西湖区蒋村街道春申街,120.0516391,30.28340494,杭州市,西湖区,蒋村街道,九年一贯制学校,330106.0,中等教育,,01010000208A110000388CEB0D4E035E40A087E0398D483E40
34,744.0,义乌市后宅街道湖门幼儿园,义乌市后宅街道湖门村,120.040129,29.39915292,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A110000A01D067991025E4050FAD6E22E663D40
35,749.0,浙江省杭州第七中学,浙江省杭州市西湖区转塘环山路1号,120.0519114,30.15144314,杭州市,西湖区,转塘街道,高级中学,330106.0,中等教育,,01010000208A110000F0473F8452035E40600730FAC4263E40
36,776.0,宁波市海曙区古林镇薛家小学,浙江省宁波市海曙区古林镇薛家村1号,121.4966271,29.85732021,宁波市,海曙区,古林镇,小学,330203.0,初等教育,,01010000208A110000F835EBBCC85F5E4060BD605679DB3D40
37,786.0,杭州初阳幼儿园有限公司,杭州市西湖区蒋村街道双龙街199号,120.0628519,30.29332784,杭州市,西湖区,蒋村街道,幼儿园,330106.0,学前教育,,01010000208A1100000833E3C305045E4070CE8788174B3E40
38,793.0,杭州市余杭区良渚古墩路小学,余杭区良渚街道金汇南路7号古墩路小学,120.073622,30.3510443,杭州市,余杭区,良渚街道,小学,330110.0,初等教育,,01010000208A1100001022E938B6045E4000A7070ADE593E40
39,836.0,宁波市海曙区古林镇藕池幼儿园,宁波市海曙区古林镇藕池新村2号,121.5056578,29.84236105,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A110000F01491B25C605E40A02C49F9A4D73D40
40,858.0,宁波市海曙区石碶街道实验小学,浙江省宁波市海曙区石碶街道横涨村广泽南路2999号,121.4442275,29.79432463,宁波市,海曙区,石碶街道,小学,330203.0,初等教育,,01010000208A110000E05F40396E5C5E40505FD7DB58CB3D40
41,876.0,杭州市余杭区七贤郡幼儿园,余杭区良渚街道文化村南区七贤郡,120.0018853,30.34977911,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A110000708D4CE31E005E40A0FAA91F8B593E40
42,883.0,宁波市海曙区古林镇蜃蛟幼儿园,宁波市海曙区古林镇蜃蛟村小魏家26号,121.3976246,29.81808732,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A110000A8F15FAE72595E4020DABD2B6ED13D40
43,884.0,义乌市城西街道新一代幼儿园,浙江省义乌市城西街道西站一区22幢,119.981322,29.31653895,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A11000068D5E1FACDFE5D40F0FA44B208513D40
44,912.0,宁波市海曙区高桥镇宝宝幼儿园,浙江省宁波市海曙区高桥镇严家村117号,121.4690238,29.87813937,宁波市,海曙区,高桥镇,幼儿园,330205.0,学前教育,,01010000208A110000E8EB5D7C045E5E406098D6BDCDE03D40
45,920.0,义乌市后宅向日葵幼儿园,义乌市后宅街道遗安新村二区3幢,120.0699718,29.35423397,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A1100003085226B7A045E4040B1CB13AF5A3D40
46,939.0,浙江大学附属中学,杭州市曙光路89号,120.1265869,30.26143179,杭州市,西湖区,北山街道,高级中学,330127.0,中等教育,,01010000208A11000030B6FCFF19085E40D0E39731ED423E40
47,982.0,义乌华溪小学,浙江省金华市义乌市廿三里街道华溪村委会,120.2004588,29.3505325,金华市,义乌市,廿三里街,小学,330782.0,初等教育,,01010000208A11000090BA3651D40C5E4070DD887FBC593D40
48,999.0,杭州市余杭区育蕾学校,余杭区南苑街道高地社区工业园区,120.3156447,30.37853406,杭州市,余杭区,南苑街道,九年一贯制学校,330110.0,中等教育,,01010000208A11000090FAF18533145E4050B6B89BE7603E40
49,1008.0,宁波市海曙区石碶博聪幼儿园,宁波海曙区石碶街道雅戈尔达到599号,121.4875603,29.81628404,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A1100001825E82F345F5E4070299BFDF7D03D40
50,1078.0,浙江省德清县职业中等专业学校,浙江省德清县武康街道北湖西街440号,119.9386209,30.54992809,湖州市,德清县,武康街道,职业高中学校,330521.0,中等教育,,01010000208A110000E835655D12FC5D4020685516C88C3E40
51,1107.0,杭州市余杭区仓前中心小学,杭州市余杭区仓前街道仓兴街348-2号,119.9903222,30.29261889,杭州市,余杭区,仓前街道,小学,330110.0,初等教育,,01010000208A110000388E6E7061FF5D4060724E12E94A3E40
52,1134.0,浙江大学幼儿园玉泉分园,杭州市西湖区求是村内,120.1257567,30.26523628,杭州市,西湖区,灵隐街道,幼儿园,330106.0,学前教育,,01010000208A110000389EE5650C085E4010E76486E6433E40
53,1163.0,杭州市西湖区山水学前教育集团（总园）,杭州市西湖区莲花街97号山水人家小区内,120.1028131,30.27288429,杭州市,西湖区,古荡街道,幼儿园,330106.0,学前教育,,01010000208A11000028155F7D94065E406024ADBEDB453E40
54,1181.0,杭州市余杭区五常文福幼儿园,杭州市余杭区五常街道文一社区西溪北苑西区64幢,120.0314067,30.29160411,杭州市,余杭区,五常街道,幼儿园,330110.0,学前教育,,01010000208A11000030734F9102025E40D0B63091A64A3E40
55,1183.0,义乌市绣湖中学教育集团,义乌市北苑街道秀禾路16号,120.0604804,29.31281598,金华市,义乌市,北苑街道,初级中学,330782.0,中等教育,,01010000208A110000A0B72AE9DE035E40904A2EB514503D40
56,1184.0,义乌市稠江学雅幼儿园,义乌市稠江街道杨村二区67栋,120.0327009,29.29218365,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000A8BDABC517025E4080E1308CCC4A3D40
57,1191.0,杭州市余杭区塘栖镇第一幼儿园,杭州市余杭区塘栖镇油车桥20号,120.1851197,30.47804372,杭州市,余杭区,塘栖镇,幼儿园,330110.0,学前教育,,01010000208A11000058367600D90B5E4040DEB612617A3E40
58,1194.0,杭州市余杭区径山镇双溪幼儿园,杭州市余杭区径山镇双溪村水磨苑107号,119.8207394,30.40938898,杭州市,余杭区,径山镇,幼儿园,330110.0,学前教育,,01010000208A11000048B69FFE86F45D40600861B7CD683E40
59,1198.0,杭州市西湖小学教育集团（总校）,曙光路143号,120.1262284,30.25585827,杭州市,西湖区,北山街道,小学,330326.0,初等教育,,01010000208A110000A0FD152014085E40202D69ED7F413E40
60,1203.0,义乌市金城高尔夫幼儿园,义乌市金城高尔夫2期20栋,120.0646221,29.35996556,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A110000D8CB93C422045E40705C09B4265C3D40
61,1240.0,杭州市余杭区育海外国语学校,杭州市天目山西路255号,119.9919752,30.23249034,杭州市,余杭区,闲林街道,九年一贯制学校,330110.0,中等教育,,01010000208A110000705B7A857CFF5D40100D9A7C843B3E40
62,1242.0,义乌市城西殿口幼儿园,浙江省义乌市城西街道殿口村,119.9922663,29.29679342,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A110000A054984A81FF5D4060FA47A7FA4B3D40
63,1246.0,宁波市海曙区石碶培星幼儿园,宁波市海曙区石碶街道栎社华家207号,121.4803633,29.80778222,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000E89ECE45BE5E5E404013D6D0CACE3D40
64,1249.0,义乌市后宅街道鹤田幼儿园,义乌市后宅街道鹤田一区43号、45号,120.0604108,29.41129031,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A11000070D371C5DD035E40906E4D524A693D40
65,1266.0,义乌市稠城第一小学教育集团,义乌市稠城街道城中中路57号,120.0753316,29.30862141,金华市,义乌市,稠城街道,小学,330782.0,初等教育,,01010000208A110000F048BA3BD2045E40A06217D0014F3D40
66,1279.0,杭州市金都中心幼儿园,杭州市古墩路415号,120.0923107,30.28759412,杭州市,西湖区,文新街道,幼儿园,330106.0,学前教育,,01010000208A110000D0CFFD6AE8055E40F0BD9AC49F493E40
67,1280.0,义乌公学,义乌市求真路388号,120.0000704,29.30621768,金华市,义乌市,城西街道,十二年一贯制学校,330782.0,中等教育,,01010000208A110000208A3A2701005E40102C1C48644E3D40
68,1291.0,义乌市江东街道南苑幼儿园,江东街道江南四区71栋,120.0693157,29.28603194,金华市,义乌市,江东街道,幼儿园,330206.0,学前教育,,01010000208A11000060BD26AB6F045E40D09D9F6339493D40
69,1306.0,杭州市余杭区径山镇长乐幼儿园,杭州市余杭区径山镇径山中路17号,119.8487489,30.33813595,杭州市,余杭区,径山镇,幼儿园,330110.0,学前教育,,01010000208A11000038ADD4E651F65D4010DADE1390563E40
70,1314.0,义乌市北苑街道现代城市花园幼儿园,义乌市北苑街道春晗南路358号,120.0375169,29.31664659,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000103A51AD66025E40205349C00F513D40
71,1325.0,义乌市廿三里街道埠头幼儿园,义乌市廿三里街道埠头村6幢1-2号,120.1929863,29.3313819,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000504B20E3590C5E40F082A171D5543D40
72,1336.0,义乌宋庆龄幼儿园,浙江省稠江街道西江路与童店路交叉口,120.0504687,29.2831756,金华市,义乌市,稠江街道,幼儿园,330109.0,学前教育,,01010000208A11000090C50EE13A035E40F02328327E483D40
73,1340.0,杭州市余杭区塘栖镇超山中心小学,浙江省杭州市余杭区塘栖镇超丁村坝儿斗108号,120.19926,30.44808679,杭州市,余杭区,塘栖镇,小学,330110.0,初等教育,,01010000208A11000060D1F4ACC00C5E40501DE1D0B5723E40
74,1355.0,义乌市廿三里街道何宅幼儿园,义乌市廿三里街道何宅村,120.1854641,29.31173635,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A1100001059E4A4DE0B5E40E0BFFEF3CD4F3D40
75,1399.0,杭州市余杭区英特西溪外国语学校,闲林街道上和路125号,119.9786624,30.24753803,杭州市,余杭区,闲林街道,九年一贯制学校,330110.0,中等教育,,01010000208A110000209F6667A2FE5D40D08B10A75E3F3E40
76,1428.0,杭州西溪伟才幼儿园有限公司,杭州市西湖区天目山路363号,120.0835248,30.26246229,杭州市,西湖区,留下街道,幼儿园,330106.0,学前教育,,01010000208A11000000DF807858055E4030B083BA30433E40
77,1440.0,宁波市海曙区石碶新阳幼儿园,浙江省宁波市海曙区石碶街道东杨村71号,121.4513927,29.79907322,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000985D489EE35C5E407030141090CC3D40
78,1459.0,浙江省广播电视中等专业学校,浙江省杭州市西湖区教工路42号,120.1318291,30.27770517,杭州市,西湖区,西溪街道,成人中等专业学校,330106.0,中等教育,,01010000208A110000B83F60E36F085E4010F7ABAF17473E40
79,1461.0,杭州市余杭区塘栖镇宏畔幼儿园,杭州市余杭区塘栖镇莫家桥村委往东100米,120.1571608,30.44443605,杭州市,余杭区,塘栖镇,幼儿园,330110.0,学前教育,,01010000208A110000C8FA2AEC0E0A5E40E080A48FC6713E40
80,1502.0,杭州市余杭区北湖绿洲幼儿园,杭州市余杭区瓶窑镇北湖绿洲小区23-1号,119.9748339,30.3810721,杭州市,余杭区,瓶窑镇,幼儿园,330110.0,学前教育,,01010000208A1100003066C1AD63FE5D4000BDDDF08D613E40
81,1504.0,义乌市廿三里安博幼儿园,义乌市廿三里街道麻车塘二区6幢,120.1668843,29.34917626,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000B0BA513BAE0A5E40E0888D9D63593D40
82,1523.0,宁波市海曙区洞桥镇百梁天成希望小学,宁波市海曙区洞桥镇蕙江村桥北38号,121.3857417,29.76967903,宁波市,海曙区,洞桥镇,小学,330203.0,初等教育,,01010000208A11000078190BFEAF585E4050AD4DAF09C53D40
83,1546.0,义乌市廿三里街道金桥人家幼儿园,义乌市廿三里街道金桥小区22幢1号,120.1612389,29.33243678,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000F09B22BD510A5E40607FA1931A553D40
84,1547.0,杭州市余杭区昂立天都城幼儿园,杭州市余杭区星桥街道天月苑内,120.243687,30.389117,杭州市,余杭区,星桥街道,幼儿园,330110.0,学前教育,,01010000208A11000078DD5B91980F5E405051F52B9D633E40
85,1634.0,宁波市海曙区古林镇中心初级中学,宁波市海曙区古林镇育华路1号,121.4927963,29.8623315,宁波市,海曙区,古林镇,初级中学,330203.0,中等教育,,01010000208A11000058A778F9895F5E4080A1C5C1C1DC3D40
86,1635.0,浙江大学幼儿园西溪分园,杭州市西湖区天目山路148号,120.1381314,30.27681716,杭州市,西湖区,西溪街道,幼儿园,330106.0,学前教育,,01010000208A11000038C6E024D7085E4070E0447DDD463E40
87,1640.0,义乌市佛堂镇石北幼儿园,佛堂镇石北村,120.089069,29.219266,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A1100009885764EB3055E40F01F0BD121383D40
88,1642.0,浙江远大专修学院,浙江省杭州市西湖区翠苑街道黄姑山社区,120.117062,30.27849482,杭州市,西湖区,翠苑街道,民办的其他高等教育机构,330106.0,其他教育,,01010000208A110000B894AEF17D075E40F07AD56F4B473E40
89,1643.0,杭州市学军中学海创园学校,余杭区荆余路379号,119.9613054,30.2510239,杭州市,余杭区,余杭街道,高级中学,330110.0,中等教育,,01010000208A11000070B5DC0686FD5D40B003311A43403E40
90,1689.0,杭州之江高级中学,西湖区留和路533号,120.0060007,30.20888932,杭州市,西湖区,留下街道,高级中学,330106.0,中等教育,,01010000208A11000048ECE45062005E40B06828C579353E40
91,1690.0,义乌市赤岸镇毛店幼儿园,义乌市赤岸镇毛店村,119.993325,29.101405,金华市,义乌市,赤岸镇,幼儿园,330782.0,学前教育,,01010000208A110000285305A392FF5D40A0A696ADF5193D40
92,1691.0,杭州市余杭区良渚西塘雅苑幼儿园,杭州市余杭区良渚街道莫干山路西塘花苑小区2-1,120.0835131,30.35031773,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A110000C8B0594758055E4020BD4A6CAE593E40
93,1702.0,杭州市余杭区未来科技城海曙幼儿园,杭州市余杭区五常街道联创街2-1号,120.0272701,30.29378741,杭州市,余杭区,五常街道,幼儿园,330110.0,学前教育,,01010000208A11000018BC05CBBE015E40C0CFE2A6354B3E40
94,1730.0,义乌市启东学校教育集团,义乌市福田街道荷叶塘工作片听涛路8号,120.1132728,29.37310147,金华市,义乌市,福田街道,九年一贯制学校,330782.0,中等教育,,01010000208A11000078986DDC3F075E4060EB0494835F3D40
95,1743.0,宁波市海曙区古林镇藕池小学,宁波市海曙区古林镇藕池新村1号,121.5058082,29.84227933,宁波市,海曙区,古林镇,小学,330203.0,初等教育,,01010000208A110000582385295F605E40E0263C9E9FD73D40
96,1754.0,杭州东方中学,杭州市西湖区西溪路655-1号,120.0822223,30.25627531,杭州市,西湖区,留下街道,完全中学,330106.0,中等教育,,01010000208A110000E08B802143055E40E0A132429B413E40
97,1782.0,宁波市海曙区集士港镇科创幼儿园,浙江省宁波市集士港镇科创北路247号科创幼儿园,121.4502736,29.85981881,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A11000098B37B48D15C5E4010BBE9151DDC3D40
98,1786.0,杭州市余杭区未来科技城海创幼儿园,杭州市余杭区五常街道贺翠路3号,120.0140822,30.27603187,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A110000102ADCB8E6005E4050C76306AA463E40
99,1793.0,杭州市余杭区蒲公英学校,杭州市余杭区瓶窑镇长命村,120.000497,30.385359,杭州市,余杭区,瓶窑镇,十二年一贯制学校,330110.0,中等教育,,01010000208A110000C0AF912408005E4020382EE3A6623E40
100,1861.0,义乌市江东街道塔下洲幼儿园,义乌市江东街道塔下州六区5幢,120.043391,29.273184,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000387C0BEBC6025E4060CAF962EF453D40
101,1866.0,义乌市后宅街道西何幼儿园,义乌市后宅街道西何村,120.0486665,29.37192217,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A1100002893455A1D035E4020EC874A365F3D40
102,1881.0,杭州市余杭区乔司杭海路小学,杭州市余杭区乔司街道胜桑路6号,120.2805872,30.32711295,杭州市,余杭区,乔司街道,小学,330110.0,初等教育,,01010000208A1100003826EA23F5115E40A00D9AACBD533E40
103,1886.0,杭州市余杭区维翰学校,余杭区荆长大道533号,120.0372239,30.27988765,杭州市,余杭区,五常街道,九年一贯制学校,330110.0,中等教育,,01010000208A110000984A3DE061025E4070309CB7A6473E40
104,1887.0,义乌市江东梅湖幼儿园,义乌市江东街道梅湖篮球馆东侧,120.10417,29.315459,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A11000058CEA5B8AA065E40903AC8EBC1503D40
105,1888.0,义乌市后宅街道全备幼儿园,义乌市后宅街道全备村,120.0649489,29.373033,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A110000A0F3591F28045E40C0CD4C177F5F3D40
106,1890.0,宁波市海曙区横街镇中心初级中学,宁波市海曙区横街镇育才路1号,121.3965926,29.8545369,宁波市,海曙区,横街镇,初级中学,330203.0,中等教育,,01010000208A110000E00DC7C561595E40204011EEC2DA3D40
107,1897.0,杭州市余杭区乔司第三幼儿园,乔司街道胜稼村9组方塘埠135号,120.2766151,30.3344259,杭州市,余杭区,乔司街道,幼儿园,330110.0,学前教育,,01010000208A11000000A9AF0FB4115E4070417EEF9C553E40
108,1943.0,义乌市城西街道五星幼儿园,浙江省义乌市城西街道西站三区24幢,119.9851083,29.31701066,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A110000E0D273030CFF5D40E000409C27513D40
109,1951.0,杭州市余杭区人大附中学校,余杭区中泰街道国文路1号,119.9156135,30.24793582,杭州市,余杭区,中泰街道,十二年一贯制学校,330110.0,中等教育,,01010000208A110000E871876999FA5D404096DFB8783F3E40
110,1953.0,杭州市余杭区仁和东风小学,浙江省杭州市余杭区仁和街道树东路15号,120.0748688,30.43748269,杭州市,余杭区,仁和街道,小学,330110.0,初等教育,,01010000208A110000F0BB62A6CA045E40C04BA7DDFE6F3E40
111,1965.0,杭州市余杭区良渚实验学校,良渚街道莫干山路1795号,120.0757758,30.35833238,杭州市,余杭区,良渚街道,九年一贯制学校,330110.0,中等教育,,01010000208A11000058DF8582D9045E402050B0ABBB5B3E40
112,1971.0,义乌市上溪永晟幼儿园,义乌市上溪镇馨苑南区40幢,119.9371921,29.28613189,金华市,义乌市,上溪镇,幼儿园,330782.0,学前教育,,01010000208A11000028D657F4FAFB5D4080E485F03F493D40
113,1976.0,义乌市苏溪镇中心幼儿园,义乌市苏溪镇好派路151号,120.1368058,29.40618733,金华市,义乌市,苏溪镇,幼儿园,330782.0,学前教育,,01010000208A110000E82C486DC1085E40C01A8EE4FB673D40
114,1991.0,杭州市余杭区星运幼儿园,杭州市余杭区星桥街道宝旋路99号,120.2617301,30.39375945,杭州市,余杭区,星桥街道,幼儿园,330110.0,学前教育,,01010000208A110000982EBB2FC0105E40C06B696BCD643E40
115,2004.0,宁波市海曙区石碶国骅聚星文化武术学校,浙江省宁波市海曙区石碶后仓求精路1号,121.480962,29.83333561,宁波市,海曙区,石碶街道,小学,330212.0,初等教育,,01010000208A110000E8C6EE14C85E5E40E0B8987B55D53D40
116,2009.0,宁波市海曙区古林镇俞家幼儿园,宁波市海曙区古林镇俞家村南街490号,121.4369834,29.84478897,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A11000008190F89F75B5E40E094FD1644D83D40
117,2024.0,义乌市上溪镇陶启智幼儿园,义乌市上溪镇吴店吴萧路西17号,119.9066427,29.26186942,金华市,义乌市,上溪镇,幼儿园,330782.0,学前教育,,01010000208A110000E0B7016F06FA5D40F0B8D2DF09433D40
