,Unnamed: 0,Unnamed: 0.1,objectid,name,address,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape
40,48.0,79.0,1461.0,杭州市余杭区塘栖镇宏畔幼儿园,杭州市余杭区塘栖镇莫家桥村委往东100米,120.1571608,30.44443605,杭州市,余杭区,塘栖镇,幼儿园,330110.0,学前教育,,01010000208A110000C8FA2AEC0E0A5E40E080A48FC6713E40
41,49.0,81.0,1504.0,义乌市廿三里安博幼儿园,义乌市廿三里街道麻车塘二区6幢,120.1668843,29.34917626,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000B0BA513BAE0A5E40E0888D9D63593D40
42,50.0,82.0,1523.0,宁波市海曙区洞桥镇百梁天成希望小学,宁波市海曙区洞桥镇蕙江村桥北38号,121.3857417,29.76967903,宁波市,海曙区,洞桥镇,小学,330203.0,初等教育,,01010000208A11000078190BFEAF585E4050AD4DAF09C53D40
43,51.0,83.0,1546.0,义乌市廿三里街道金桥人家幼儿园,义乌市廿三里街道金桥小区22幢1号,120.1612389,29.33243678,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000F09B22BD510A5E40607FA1931A553D40
44,52.0,84.0,1547.0,杭州市余杭区昂立天都城幼儿园,杭州市余杭区星桥街道天月苑内,120.243687,30.389117,杭州市,余杭区,星桥街道,幼儿园,330110.0,学前教育,,01010000208A11000078DD5B91980F5E405051F52B9D633E40
45,54.0,86.0,1635.0,浙江大学幼儿园西溪分园,杭州市西湖区天目山路148号,120.1381314,30.27681716,杭州市,西湖区,西溪街道,幼儿园,330106.0,学前教育,,01010000208A11000038C6E024D7085E4070E0447DDD463E40
46,55.0,87.0,1640.0,义乌市佛堂镇石北幼儿园,佛堂镇石北村,120.089069,29.219266,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A1100009885764EB3055E40F01F0BD121383D40
47,56.0,88.0,1642.0,浙江远大专修学院,浙江省杭州市西湖区翠苑街道黄姑山社区,120.117062,30.27849482,杭州市,西湖区,翠苑街道,民办的其他高等教育机构,330106.0,其他教育,,01010000208A110000B894AEF17D075E40F07AD56F4B473E40
48,57.0,89.0,1643.0,杭州市学军中学海创园学校,余杭区荆余路379号,119.9613054,30.2510239,杭州市,余杭区,余杭街道,高级中学,330110.0,中等教育,,01010000208A11000070B5DC0686FD5D40B003311A43403E40
49,58.0,90.0,1689.0,杭州之江高级中学,西湖区留和路533号,120.0060007,30.20888932,杭州市,西湖区,留下街道,高级中学,330106.0,中等教育,,01010000208A11000048ECE45062005E40B06828C579353E40
50,60.0,95.0,1743.0,宁波市海曙区古林镇藕池小学,宁波市海曙区古林镇藕池新村1号,121.5058082,29.84227933,宁波市,海曙区,古林镇,小学,330203.0,初等教育,,01010000208A110000582385295F605E40E0263C9E9FD73D40
51,61.0,97.0,1782.0,宁波市海曙区集士港镇科创幼儿园,浙江省宁波市集士港镇科创北路247号科创幼儿园,121.4502736,29.85981881,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A11000098B37B48D15C5E4010BBE9151DDC3D40
52,62.0,101.0,1866.0,义乌市后宅街道西何幼儿园,义乌市后宅街道西何村,120.0486665,29.37192217,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A1100002893455A1D035E4020EC874A365F3D40
53,63.0,102.0,1881.0,杭州市余杭区乔司杭海路小学,杭州市余杭区乔司街道胜桑路6号,120.2805872,30.32711295,杭州市,余杭区,乔司街道,小学,330110.0,初等教育,,01010000208A1100003826EA23F5115E40A00D9AACBD533E40
54,64.0,104.0,1887.0,义乌市江东梅湖幼儿园,义乌市江东街道梅湖篮球馆东侧,120.10417,29.315459,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A11000058CEA5B8AA065E40903AC8EBC1503D40
55,65.0,105.0,1888.0,义乌市后宅街道全备幼儿园,义乌市后宅街道全备村,120.0649489,29.373033,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A110000A0F3591F28045E40C0CD4C177F5F3D40
56,67.0,108.0,1943.0,义乌市城西街道五星幼儿园,浙江省义乌市城西街道西站三区24幢,119.9851083,29.31701066,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A110000E0D273030CFF5D40E000409C27513D40
57,68.0,109.0,1951.0,杭州市余杭区人大附中学校,余杭区中泰街道国文路1号,119.9156135,30.24793582,杭州市,余杭区,中泰街道,十二年一贯制学校,330110.0,中等教育,,01010000208A110000E871876999FA5D404096DFB8783F3E40
58,69.0,110.0,1953.0,杭州市余杭区仁和东风小学,浙江省杭州市余杭区仁和街道树东路15号,120.0748688,30.43748269,杭州市,余杭区,仁和街道,小学,330110.0,初等教育,,01010000208A110000F0BB62A6CA045E40C04BA7DDFE6F3E40
59,70.0,112.0,1971.0,义乌市上溪永晟幼儿园,义乌市上溪镇馨苑南区40幢,119.9371921,29.28613189,金华市,义乌市,上溪镇,幼儿园,330782.0,学前教育,,01010000208A11000028D657F4FAFB5D4080E485F03F493D40
60,71.0,114.0,1991.0,杭州市余杭区星运幼儿园,杭州市余杭区星桥街道宝旋路99号,120.2617301,30.39375945,杭州市,余杭区,星桥街道,幼儿园,330110.0,学前教育,,01010000208A110000982EBB2FC0105E40C06B696BCD643E40
61,72.0,115.0,2004.0,宁波市海曙区石碶国骅聚星文化武术学校,浙江省宁波市海曙区石碶后仓求精路1号,121.480962,29.83333561,宁波市,海曙区,石碶街道,小学,330212.0,初等教育,,01010000208A110000E8C6EE14C85E5E40E0B8987B55D53D40
62,73.0,116.0,2009.0,宁波市海曙区古林镇俞家幼儿园,宁波市海曙区古林镇俞家村南街490号,121.4369834,29.84478897,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A11000008190F89F75B5E40E094FD1644D83D40
63,74.0,117.0,2024.0,义乌市上溪镇陶启智幼儿园,义乌市上溪镇吴店吴萧路西17号,119.9066427,29.26186942,金华市,义乌市,上溪镇,幼儿园,330782.0,学前教育,,01010000208A110000E0B7016F06FA5D40F0B8D2DF09433D40
64,75.0,119.0,2040.0,杭州市余杭区文正小学,杭州市余杭区南苑街道耕读路108号,120.2973926,30.36824937,杭州市,余杭区,南苑街道,小学,330110.0,初等教育,,01010000208A1100005025E17A08135E4030553097455E3E40
65,76.0,122.0,2104.0,宁波市海曙区石碶街道雅悦幼儿园,宁波市海曙区石碶街道雅戈尔大道51号大悦雅园27号,121.51168,29.83642924,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A11000038D76E5DBF605E4050EC023A20D63D40
66,77.0,123.0,2109.0,义乌市江东街道叮叮幼儿园,义乌市江东街道桥东三区5幢3号,120.08768,29.30468763,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A1100001064888C9C055E4000762102004E3D40
67,78.0,124.0,2116.0,杭州仁和实验学校,杭州西湖风景名胜区梅灵南路5号,120.092825,30.179154,杭州市,西湖区,西湖街道,十二年一贯制学校,330106.0,中等教育,,01010000208A11000010D044D8F0055E4090F25A09DD2D3E40
68,79.0,125.0,2141.0,杭州师范大学幼儿园,杭州市西湖区教工路142号,120.1322934,30.28354823,杭州市,西湖区,西溪街道,幼儿园,330106.0,学前教育,,01010000208A110000E8FCC17E77085E40C036D19D96483E40
69,80.0,126.0,2144.0,宁波市海曙区古林镇宝韵华城幼儿园,浙江省宁波市海曙区古林镇盛世华城小区38栋,121.4987958,29.86974467,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A11000078120C45EC5F5E40B0A22496A7DE3D40
70,81.0,128.0,2164.0,义乌市廿三里米兰幼儿园,义乌市廿三里衬托新村11栋,120.166953,29.35345753,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000D074815BAF0A5E4080944F317C5A3D40
71,82.0,130.0,2193.0,宁波市海曙区集士港镇希望幼儿园,宁波市海曙区集士港镇双银村徐家20号,121.3937462,29.89236127,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A1100005016532333595E40000CD8C971E43D40
72,83.0,131.0,2199.0,义乌市稠城康乐幼儿园,义乌市稠城街道香港城一街28号,120.0800775,29.31012611,金华市,义乌市,稠城街道,幼儿园,,学前教育,,01010000208A110000E89087FD1F055E40609CA66C644F3D40
73,84.0,132.0,2248.0,宁波市海曙区鄞江镇梅园幼儿园,宁波市海曙区鄞江镇大桥村车站中174号,121.3686,29.80510231,宁波市,海曙区,鄞江镇,幼儿园,330203.0,学前教育,,01010000208A1100007066752497575E40E044682F1BCE3D40
74,85.0,133.0,2251.0,杭州市西湖区文新学前教育集团（总园）,杭州市西湖区古墩路580-2,120.094461,30.29080745,杭州市,西湖区,文新街道,幼儿园,330106.0,学前教育,,01010000208A110000989528A60B065E40E0975E5B724A3E40
75,86.0,134.0,2276.0,义乌市后宅守真幼儿园,后宅街道北站四区73幢,120.0385534,29.37125993,金华市,义乌市,后宅街道,幼儿园,330784.0,学前教育,,01010000208A110000D87488A877025E40D05E05E40A5F3D40
76,87.0,135.0,2304.0,浙江新世纪经贸专修学院,杭州市余杭区天目山西路355号,119.9683002,30.24055365,杭州市,余杭区,闲林街道,民办的其他高等教育机构,330110.0,其他教育,,01010000208A110000B02A30A1F8FD5D4000DD9CEC943D3E40
77,88.0,136.0,2307.0,义乌市荷塘月色幼儿园,义乌市福田街道西城北路荷塘月色小区内,120.0987628,29.36223802,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000E0DB4F2152065E40A07292A1BB5C3D40
78,89.0,137.0,2336.0,义乌市廿三里街道东陈幼儿园,义乌市廿三里街道东陈村99号,120.159831,29.3489779,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000306EDBAB3A0A5E406069A89D56593D40
79,90.0,142.0,2443.0,中国美术学院附属中等美术学校,杭州市西湖区转塘象山352号,120.0700387,30.15954613,杭州市,西湖区,转塘街道,中等技术学校,330106.0,中等教育,,01010000208A1100001814A2837B045E40A05FD103D8283E40
80,91.0,143.0,2527.0,宁波市海曙区高桥镇藕缆桥幼儿园,宁波市海曙区高桥镇藕缆桥村1号,121.4924476,29.86992308,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A110000E841D342845F5E4030C05D47B3DE3D40
81,92.0,144.0,2548.0,宁波市海曙区石碶横涨幼儿园,宁波市海曙区石碶街道横涨村工业区14号,121.4420221,29.79164957,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A11000048E9F2164A5C5E406056D98BA9CA3D40
82,93.0,147.0,2624.0,义乌市北苑星空幼儿园,浙江省义乌市北苑街道莲塘村委会,120.0613237,29.34073411,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000078734BBAEC035E40E07DBA593A573D40
83,94.0,148.0,2631.0,杭州市余杭区梧桐树幼儿园,杭州市余杭区梧桐树幼儿园,120.2731694,30.36771442,杭州市,余杭区,乔司街道,幼儿园,330110.0,学前教育,,01010000208A1100006842889B7B115E4060483388225E3E40
84,97.0,152.0,2706.0,杭州市余杭区良渚杭行路小学,杭州市余杭区良渚街道杭行路与郁宅路交叉口向东200米杭行路小学,120.1115615,30.35945038,杭州市,余杭区,良渚街道,小学,330110.0,初等教育,,01010000208A11000078BABED223075E401085B7F0045C3E40
85,98.0,153.0,2707.0,宁波市海曙区石碶冯家幼儿园,宁波市海曙区石碶街道冯家村2号,121.4844587,29.82395636,宁波市,海曙区,石碶街道,幼儿园,330213.0,学前教育,,01010000208A1100007069135F015F5E40700EBECDEED23D40
86,99.0,155.0,2724.0,宁波市海曙艾迪幼儿园,宁波市海曙区集士港镇广盛路585号,121.4376471,29.85698327,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A1100007833F868025C5E400093694163DB3D40
87,100.0,156.0,2738.0,义乌市稠江米德幼儿园,义乌市稠江街道米德幼儿园,120.039039,29.28537462,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000F0993C9D7F025E40206B9B4F0E493D40
88,103.0,160.0,2827.0,宁波市海曙区石碶雅源幼儿园,宁波市海曙区石碶街道雅渡村万利路8号,121.4952956,29.81873611,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000F85456ECB25F5E40A0FAA5B098D13D40
89,104.0,161.0,2844.0,义乌市廿三里蒙正幼儿园,义乌市廿三里街道王店东区6-8号,120.1845662,29.34125268,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000304186EECF0B5E4030FAE7555C573D40
90,105.0,162.0,2881.0,杭州应用声学研究所,杭州市西湖区留下街道屏峰715号,120.0461603,30.22756827,杭州市,西湖区,留下街道,培养研究生的科研机构,330106.0,其他教育,,01010000208A11000038576C4AF4025E40F06F16EA413A3E40
91,106.0,163.0,2916.0,宁波市鄞州区重竞技学校,宁波市鄞州区鄞江镇朱节岭路100号,121.3566056,29.78617955,宁波市,海曙区,鄞江镇,完全中学,330203.0,中等教育,,01010000208A110000200C72A0D2565E40C09F281043C93D40
92,107.0,164.0,2967.0,义乌市欧景幼儿园,浙江省义乌市贝村路欧景名城小区内,120.0353498,29.27767849,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A11000020FEC32B43025E40505A01F015473D40
93,108.0,166.0,2993.0,义乌市北苑卡璐璐幼儿园,浙江省金华市义乌市北苑街道黄杨梅一区89幢,120.0429828,29.31146464,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000F03CB63AC0025E4080C67D25BC4F3D40
94,110.0,170.0,3067.0,义乌市赤岸双峰幼儿园,义乌市赤岸镇双峰路99号,120.0313399,29.14821752,金华市,义乌市,赤岸镇,幼儿园,330782.0,学前教育,,01010000208A110000183E0F7901025E4010EA4795F1253D40
95,111.0,171.0,3090.0,义乌市稠城一朵幼儿园,义乌市稠城街道城中北路280巷-9,120.080959,29.32546548,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A110000E88CAB6E2E055E40B093A8B451533D40
96,112.0,172.0,3105.0,杭州市广播电视中等专业学校,杭州市文一西路37号,120.1122199,30.28937833,杭州市,西湖区,古荡街道,成人中等专业学校,330106.0,中等教育,,01010000208A110000C8BC779C2E075E4070B3D0B2144A3E40
97,113.0,173.0,3126.0,浙江大学幼儿园实验园,杭州市西湖区求是村内,120.1257567,30.26523628,杭州市,西湖区,灵隐街道,幼儿园,330106.0,学前教育,,01010000208A110000389EE5650C085E4010E76486E6433E40
98,115.0,175.0,3141.0,杭州市余杭区贝尔乐幼儿园,杭州市余杭区良渚街道南庄兜东苑小区内,120.1174608,30.38603063,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A11000098DC507A84075E40A0EC31E7D2623E40
99,116.0,176.0,3166.0,杭州市西湖区之江幼儿园,杭州市西湖区珊瑚沙家园22幢,120.0964717,30.16659346,杭州市,西湖区,转塘街道,幼儿园,330106.0,学前教育,,01010000208A110000081168972C065E40F02172DEA52A3E40
100,117.0,177.0,3168.0,义乌市佛堂镇倍磊学校,义乌市佛堂镇倍磊八宝西路23号,119.9779408,29.16915652,金华市,义乌市,佛堂镇,小学,330782.0,初等教育,,01010000208A110000C0F6D09496FE5D4090D463D74D2B3D40
101,118.0,178.0,3181.0,义乌市后宅街道何界幼儿园,后宅街道何界新村37幢,120.0403057,29.37074543,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A11000038DE6A5E94025E40401B1C2CE95E3D40
102,119.0,179.0,3185.0,义乌市廿三里街道和平幼儿园,义乌市廿三里街道华溪村,120.2015456,29.35350784,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000B0D38D1FE60C5E408090707D7F5A3D40
103,120.0,180.0,3187.0,宁波市海曙区石碶博娃幼儿园,宁波市海曙区石碶街道塘西中路100号,121.4998694,29.83583422,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000008410DCFD5F5E40A0A94C3BF9D53D40
104,121.0,181.0,3197.0,义乌市福田心连心幼儿园,九如堂村16号,120.131743,29.344062,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000881E317A6E085E40E0CB7D7214583D40
105,122.0,182.0,3215.0,德清县乐乐幼儿园,德清县武康街道万马路177号,119.9524654,30.54149408,湖州市,德清县,武康街道,幼儿园,330521.0,学前教育,,01010000208A110000788E7931F5FC5D40E093245B9F8A3E40
106,123.0,183.0,3237.0,义乌市廿三里金桥智慧树幼儿园,义乌市廿三里街道商源路8号,120.1657827,29.3250036,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A11000018C0282F9C0A5E4090609D6F33533D40
107,124.0,185.0,3248.0,杭州市余杭区人和幼儿园,杭州市余杭区五常路口荆长路一号,120.0377622,30.24204948,杭州市,余杭区,五常街道,幼儿园,330110.0,学前教育,,01010000208A110000183C4DB26A025E40B07F75F4F63D3E40
108,126.0,188.0,3310.0,宁波市海曙区石碶立星学校,宁波市海曙区石碶街道星光村沈家西113号,121.4806085,29.80478757,宁波市,海曙区,石碶街道,九年一贯制学校,330203.0,中等教育,,01010000208A1100001876194AC25E5E409032D48E06CE3D40
109,127.0,189.0,3325.0,宁波市海曙区石碶波波幼儿园,宁波市海曙区石碶街道栎社车站新村128号,121.4789847,29.81062187,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000A89590AFA75E5E4080E423EA84CF3D40
