,Unnamed: 0,objectid,name,address,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape,verify_point_x,verify_point_y,verify_address
77,246.0,4105.0,宁波市海曙区格林美语幼儿园,宁波市海曙区前丰街42号,121.5154274,29.87888102,宁波市,海曙区,白云街道,幼儿园,330203.0,学前教育,,01010000208A11000010585CC3FC605E401080A058FEE03D40,121.51568,29.87888,宁波市海曙区格林美语幼儿园
78,247.0,4118.0,义乌稠城第二幼儿园,浙江省金华市义乌市义东路33弄5号,120.0752183,29.31933673,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A11000030AC7960D0045E407077470DC0513D40,120.07492,29.31918,义乌市稠城第二幼儿园
79,250.0,4159.0,浙江省交通运输厅幼儿园,杭州市西湖区宝石山下4弄18号,120.1442091,30.26490396,杭州市,西湖区,北山街道,幼儿园,330106.0,学前教育,,01010000208A110000281FA3B83A095E407013F9BED0433E40,120.14466,30.26489,浙江省交通运输厅幼儿园
80,251.0,4177.0,杭州市余杭区良渚第一小学,杭州市余杭区良渚街道东方西路121号,120.0447669,30.37836188,杭州市,余杭区,良渚街道,小学,330110.0,初等教育,,01010000208A1100002893DB75DD025E40C0201253DC603E40,120.04428,30.37917,良渚第一小学
81,252.0,4178.0,杭州市余杭区凤凰小学,杭州市余杭区余杭街道城南路352号,119.9408443,30.25898341,杭州市,余杭区,余杭街道,小学,330110.0,初等教育,,01010000208A1100002831FACA36FC5D4010FA8ABC4C423E40,119.94916,30.25508,余杭区凤凰幼儿园
82,253.0,4235.0,宁波市海曙区集士港镇中心幼儿园,宁波市海曙区广茂路116号,121.4266443,29.86606095,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A110000D01EAE234E5B5E40C0C5B12BB6DD3D40,121.44253,29.8609,集士港镇中心幼儿园
83,255.0,4258.0,宁波市海曙区古林镇西洋港幼儿园,宁波市海曙区古林镇西洋港工业区9号,121.4234639,29.82809278,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A110000387555081A5B5E40F0A085E3FDD33D40,121.482702,29.846908,海曙区古林镇春蕾学校
84,258.0,4285.0,宁波市海曙区德英乐幼儿园,宁波市海曙区灵桥路768号,121.5541249,29.86828196,宁波市,海曙区,江厦街道,幼儿园,330203.0,学前教育,,01010000208A110000F8C82AC876635E40A09CF9B947DE3D40,121.55352,29.86759,宁波市海曙区德英乐幼儿园
85,259.0,4288.0,杭州青年专修学院,古翠路60号,120.1157006,30.27764725,杭州市,西湖区,翠苑街道,民办的其他高等教育机构,330106.0,其他教育,,01010000208A11000010F286A367075E408047DEE313473E40,120.11526,30.27814,杭州青年专修学院
86,262.0,4324.0,义乌市胜利幼儿园,义乌市胜利二区46幢,120.0588454,29.30710992,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A11000078D3971FC4035E4060AD76C19E4E3D40,120.05925,29.3072,义乌胜利幼儿园
87,264.0,4341.0,杭州市大禹路小学,杭州市西湖区三墩镇金兰巷2号,120.0789165,30.33078385,杭州市,西湖区,三墩镇,小学,330106.0,初等教育,,01010000208A1100005016EEF70C055E4080CB1940AE543E40,120.07606,30.33481,大禹路幼儿园
88,268.0,4378.0,宁波市市级机关第二幼儿园,宁波市海曙区苍水街172号,121.5469119,29.87859828,宁波市,海曙区,鼓楼街道,幼儿园,330203.0,学前教育,,01010000208A110000D8D7DE9A00635E40F0BD0DD1EBE03D40,121.534597,29.874649,宁波市市级机关第一幼儿园
89,270.0,4407.0,义乌市稠江第一小学,浙江省义乌市西城路599号,120.0471788,29.30437489,金华市,义乌市,稠江街道,小学,330782.0,初等教育,,01010000208A110000C06535FA04035E4080CC3083EB4D3D40,120.04717,29.30523,义乌市稠江第一小学
90,273.0,4480.0,义乌市金鹰实验学校,义乌市经发大道295号,120.040847,29.29700079,金华市,义乌市,稠江街道,九年一贯制学校,330782.0,中等教育,,01010000208A1100009818C83C9D025E4020A4633E084C3D40,120.0411,29.29572,金鹰实验学校
91,277.0,4538.0,义乌市稠城中心幼儿园,浙江省义乌市稠城街道向阳社区城中中路57-7号,120.0754959,29.30760253,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A110000189C8AECD4045E40D038120ABF4E3D40,120.07583,29.30752,义乌市稠城中心幼儿园
92,280.0,4556.0,宁波市海曙区高桥镇博泽学校,浙江省宁波市海曙区高桥镇宋家漕村迎春路288号,121.4970821,29.87745618,宁波市,海曙区,高桥镇,九年一贯制学校,330203.0,中等教育,,01010000208A110000886D8931D05F5E40F0C5DCF7A0E03D40,121.49641,29.8775,高桥镇博泽学校
93,283.0,4591.0,宁波市鄞江中学,宁波鄞州区鄞江镇四明东路79弄1号,121.3583774,29.78448106,宁波市,海曙区,鄞江镇,高级中学,330203.0,中等教育,,01010000208A11000020788DA7EF565E40100831C0D3C83D40,121.357575,29.783571,鄞江中学
94,284.0,4610.0,杭州市文溪中学,浙江省杭州市西湖区春申街15号,120.0524186,30.28254101,杭州市,西湖区,蒋村街道,初级中学,330106.0,中等教育,,01010000208A110000485D7FD35A035E401006929B54483E40,120.051563,30.282808,杭州市文溪小学
95,287.0,4671.0,杭州余杭区西城幼儿园,杭州市余杭区良渚街道金昌路66号,120.084776,30.34390613,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A11000000895AF86C055E4000217A3B0A583E40,120.084999,30.343884,西城幼儿园
96,289.0,4705.0,浙江省省级机关职工业余大学,杭州市西湖区教工路135号,120.130358,30.28674556,杭州市,西湖区,翠苑街道,职工高校,330106.0,高等学校,,01010000208A1100008898E7C857085E4090FF1C2868493E40,120.12998,30.2812,浙江体育职业技术学院教工路校区
