,Unnamed: 0,Unnamed: 0.1,objectid,name,address,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape,verify_point_x,verify_point_y,verify_address
15,109.0,168.0,3010.0,义乌市佛堂镇实验幼儿园,佛堂镇湖山村蟠龙路江北路交叉口,120.0104277,29.21365992,金华市,义乌市,佛堂镇,幼儿园,,学前教育,,01010000208A110000F0FED9D8AA005E4020648B6AB2363D40,120.014237,29.212613,义乌市佛堂镇实验幼儿园
16,114.0,174.0,3136.0,义乌市东方国际村幼儿园,浙江省义乌市北苑街道四季社区居委会,120.0383638,29.31355329,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000010CF738D74025E4060833D0745503D40,120.043279,29.311008,国际村幼儿园
17,125.0,186.0,3255.0,宁波市海曙区丽象幼儿园,宁波市气象路450号,121.5110363,29.86463322,宁波市,海曙区,白云街道,幼儿园,330203.0,学前教育,,01010000208A11000010AE78D1B4605E4060EF4A9A58DD3D40,121.515654,29.861146,宁波市海曙区丽象幼儿园
18,148.0,215.0,3677.0,杭州市文理小学,杭州市西湖区三墩镇嘉仁路499号,120.0686626,30.33548746,杭州市,西湖区,三墩镇,小学,330106.0,初等教育,,01010000208A110000A8FCE8F764045E4000548C81E2553E40,120.072467,30.332322,杭州市文理中学
19,166.0,242.0,4073.0,义乌市廿三里街道中心幼儿园,义乌市廿三里街道如甫新村1幢18号,120.1639818,29.33032882,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000108760AD7E0A5E4000F1E96D90543D40,120.168591,29.327291,义乌市廿三里街道中心幼儿园
20,173.0,257.0,4284.0,杭州市余杭区未来科技城维翰幼儿园,浙江省杭州市余杭区五常街道高教路968-8,120.0228178,30.27543267,杭州市,余杭区,五常街道,幼儿园,330110.0,学前教育,,01010000208A110000A0A4B3D875015E4060E665C182463E40,120.027948,30.273246,杭州未来科技城维翰幼儿园
21,178.0,266.0,4352.0,义乌市爱伦宝群星幼儿园,浙江省金华市义乌市北苑街道复兴社区居委会,120.0525971,29.31511234,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000A0B651C05D035E40C074D333AB503D40,120.067526,29.321187,爱伦宝群星外国语幼儿园
22,180.0,269.0,4399.0,宁波市闻裕顺幼儿园,宁波市海曙区 蓝天路299弄12号,121.5128392,29.87431558,宁波市,海曙区,白云街道,幼儿园,330203.0,学前教育,,01010000208A11000030CE7E5BD2605E40C0A96725D3DF3D40,121.523747,29.869057,宁波市闻裕顺幼儿园
23,181.0,271.0,4429.0,宁波市海曙区鄞江镇中心初级中学,浙江省宁波市海曙区鄞江镇悬慈村清源西路57号,121.3506746,29.76350865,宁波市,海曙区,鄞江镇,初级中学,330203.0,中等教育,,01010000208A110000C869DD7371565E40007D744D75C33D40,121.402035,29.852804,横街镇中心初级中学
24,186.0,278.0,4539.0,杭州橄榄树学校,浙江省杭州市余杭区南苑街道新城路136号,120.3012795,30.39230411,杭州市,余杭区,南苑街道,十二年一贯制学校,330110.0,中等教育,,01010000208A1100009800EF2948135E40D03DC60A6E643E40,120.001854,30.205605,橄榄树幼儿园
25,188.0,281.0,4561.0,义乌市江东街道青口幼儿园,义乌市江东街道青口东区9幢,120.1252592,29.31549667,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A1100009837203F04085E402088D463C4503D40,120.088012,29.265382,江东街道青岩傅学校
26,190.0,285.0,4623.0,宁波市中山艺术幼儿园,宁波市海曙区西河街5号,121.5426571,29.88112181,宁波市,海曙区,鼓楼街道,幼儿园,330203.0,学前教育,,01010000208A11000068B8FAE4BA625E4090A0FA3291E13D40,121.546638,29.878465,中山艺术幼儿园
27,195.0,292.0,4718.0,义乌市稠江东方之辰幼儿园,义乌市稠江街道黎明村稠明路32号,120.044162,29.29366539,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A1100007805E38CD3025E40609BB6A72D4B3D40,120.048261,29.292884,东方之辰幼儿园
28,199.0,296.0,4831.0,宁波市外经贸幼儿园,宁波市海曙区筱墙巷22号,121.5294291,29.88086617,宁波市,海曙区,西门街道,幼儿园,330203.0,学前教育,,01010000208A110000D0FCAC2AE2615E4080B6F77180E13D40,121.533466,29.87826,宁波市外经贸幼儿园
29,206.0,314.0,5103.0,宁波市海曙区四明山经典学校,浙江省宁波市海曙区章水镇杖锡村1号,121.1559207,29.76942357,宁波市,海曙区,章水镇,九年一贯制学校,330203.0,中等教育,,01010000208A110000E89AB09AFA495E40E05465F1F8C43D40,121.160129,29.767211,四明山经典学校
30,214.0,324.0,5361.0,宁波市李兴贵中学,宁波市海曙区永丰西路201号,121.5435896,29.88311331,宁波市,海曙区,鼓楼街道,初级中学,330203.0,中等教育,,01010000208A1100007040E62BCA625E40D04AD2B613E23D40,121.537264,29.886542,李兴贵中学
31,216.0,329.0,5439.0,义乌市稠州中学教育集团,义乌市稠城街道民主路190号,120.0674953,29.3000215,金华市,义乌市,稠城街道,初级中学,330782.0,中等教育,,01010000208A110000487A93D751045E4050E48635CE4C3D40,120.071446,29.296962,稠州中学教育集团
32,217.0,334.0,5537.0,杭州市余杭区西溪华东园幼儿园,杭州市余杭区闲林街道高教路161号,120.013225,30.251441,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A110000589FABADD8005E40A0DFF76F5E403E40,120.018239,30.249168,西溪华东园幼儿园
33,218.0,335.0,5579.0,德清县乾元镇中心小学,德清县乾元镇蚕丝路58号,120.0759313,30.55520509,湖州市,德清县,乾元镇,小学,330521.0,初等教育,,01010000208A110000D828E00EDC045E406088AFEB218E3E40,120.07085,30.534845,湖州市德清县乾元镇中心幼儿园
34,219.0,336.0,5591.0,宁波市宝韵音乐幼儿园,宁波市海曙区柳汀街吴家塘路128号,121.527982,29.870169,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A11000018B80375CA615E4030FE4465C3DE3D40,121.531806,29.867723,宁波市宝韵音乐幼儿园
35,220.0,337.0,5593.0,德清县新市镇初级中学,新市镇文昌路163号,120.2727831,30.61900557,湖州市,德清县,新市镇,初级中学,,中等教育,,01010000208A11000070856D4775115E4010031626779E3E40,120.276844,30.617392,新市镇初级中学
36,226.0,345.0,5804.0,杭州市西湖区袁浦幼儿园,杭州市西湖区袁浦街82号,120.1195603,30.1169801,杭州市,西湖区,双浦镇,幼儿园,330106.0,学前教育,,01010000208A11000020761FE0A6075E40705F7068F21D3E40,120.119892,30.114565,杭州市西湖区袁浦幼儿园
37,251.0,393.0,6830.0,义乌市星光实验学校,浙江省义乌市稠州西路17号,120.063867,29.296787,金华市,义乌市,稠江街道,其他特殊教育学校,330782.0,特殊教育,,01010000208A110000C8129D6516045E40C0E09A3BFA4B3D40,120.055059,29.264833,义乌市星光实验学校
38,252.0,395.0,6835.0,义乌市佛堂镇幼儿园,义乌市佛堂镇双林路366号,120.027781,29.206086,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A110000D09CF529C7015E40E029560DC2343D40,120.032408,29.203075,佛堂镇幼儿园
39,258.0,405.0,6991.0,杭州市余杭区百丈镇中心幼儿园,杭州市余杭区百丈镇百兴路211号,119.725496,30.527299,杭州市,余杭区,百丈镇,幼儿园,330110.0,学前教育,,01010000208A1100004058C6866EEE5D40B0363811FD863E40,119.730022,30.524998,百丈镇中心幼儿园
40,264.0,412.0,7163.0,杭州市西湖高级中学,浙江省杭州市西湖区留下街21号,120.0563406,30.24510706,杭州市,西湖区,留下街道,高级中学,330106.0,中等教育,,01010000208A110000387698159B035E40809A2356BF3E3E40,120.061384,30.241297,杭州市西湖高级中学
41,270.0,427.0,7516.0,义乌市稠江大拇指幼儿园,义乌市稠江街道江湾曲江路12号,120.029256,29.260299,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A11000090CD8E54DF015E40702E8CF4A2423D40,120.025983,29.255335,义乌市稠江大拇指幼儿园
42,275.0,434.0,7693.0,杭州市余杭区安溪幼儿园,浙江省杭州市余杭区良渚街道杜城村安溪路2号,120.009069,30.405983,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A110000109A249694005E4060BB7B80EE673E40,120.011365,30.40461,安溪幼儿园
43,276.0,439.0,7861.0,宁波市效实中学,宁波市海曙区白杨街178号,121.5263126,29.87502348,宁波市,海曙区,南门街道,高级中学,330203.0,中等教育,,01010000208A110000E8E7EA1AAF615E4000D5ED8901E03D40,121.528757,29.872756,宁波效实中学
44,287.0,455.0,8113.0,义乌市江东街道九联幼儿园,浙江省义乌市江东街道江东南路693巷18号,120.053819,29.272406,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000D0393FC571035E40F03B4D66BC453D40,120.058547,29.27096,义乌市江东街道九联幼儿园
45,290.0,458.0,8171.0,杭州市余杭区温莎郡英伦幼儿园,杭州市余杭区仓前街道运溪路121号瑞城温莎郡小区内,119.991302,30.287933,杭州市,余杭区,仓前街道,幼儿园,330110.0,学前教育,,01010000208A110000689DF17D71FF5D40707022FAB5493E40,119.971254,30.257774,温莎郡英伦幼儿园
46,291.0,459.0,8184.0,义乌市商城学校,浙江省义乌市城北路L10号,120.055498,29.366415,金华市,义乌市,后宅街道,十二年一贯制学校,330782.0,中等教育,,01010000208A11000090BF7B478D035E4090C3995FCD5D3D40,120.061026,29.364261,商城学校
47,300.0,477.0,8556.0,义乌市苏溪油碑塘幼儿园,义乌市苏溪镇油碑塘村28幢,120.137322,29.410341,金华市,义乌市,苏溪镇,幼儿园,330782.0,学前教育,,01010000208A11000060C136E2C9085E404035971B0C693D40,120.139258,29.408361,义乌市苏溪油碑塘幼儿园
48,305.0,483.0,8689.0,杭州市西湖区西溪花园幼儿园,杭州市西湖区蒋村街道晴川街456号,120.0558071,30.28622309,杭州市,西湖区,蒋村街道,幼儿园,330106.0,学前教育,,01010000208A11000078D4E95792035E4080CBA7EA45493E40,120.061002,30.283909,杭州市西湖区西溪花园幼儿园
49,307.0,486.0,8749.0,杭州市西溪实验学校,杭州市西湖区文一西路578号,120.073169,30.289339,杭州市,西湖区,蒋村街道,九年一贯制学校,330106.0,中等教育,,01010000208A110000308507CDAE045E401075E61E124A3E40,120.07834,30.288013,杭州市西溪实验学校
50,311.0,492.0,8885.0,杭州市三墩小学,浙江省杭州市西湖区振华路28号,120.0762916,30.31830333,杭州市,西湖区,三墩镇,小学,330106.0,初等教育,,01010000208A110000E0E048F6E1045E40E0BCC9537C513E40,120.080448,30.315419,杭州市三墩小学
51,321.0,504.0,9231.0,杭州市余杭区新理想高级中学,杭州市余杭区仁和街道仁和大道2—1号,120.112725,30.347152,杭州市,余杭区,良渚街道,高级中学,330110.0,中等教育,,01010000208A110000401CEBE236075E40B0BD16F4DE583E40,120.086284,30.450133,杭州市余杭区新理想高级中学
52,327.0,513.0,9421.0,余杭区杭州绿城育华桃花源学校,余杭区中泰街道桃园社区梅花山36-1号,119.948441,30.240802,杭州市,余杭区,中泰街道,十二年一贯制学校,330110.0,中等教育,,01010000208A110000E04BE141B3FC5D40B0CF2A33A53D3E40,119.952577,30.23856,杭州绿城育华桃花源学校
53,343.0,539.0,9860.0,义乌市实验小学教育集团,浙江省义乌市江东南路1号,120.0728854,29.28836143,金华市,义乌市,江东街道,小学,330782.0,初等教育,,01010000208A110000A0D27E27AA045E40A0FBFA0DD2493D40,120.071446,29.296962,稠州中学教育集团
54,345.0,542.0,9931.0,杭州市余杭区良渚西塘河幼儿园,杭州市余杭区良渚街道新塘苑39号,120.065632,30.369043,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A11000090648F5033045E4050D11F9A795E3E40,120.078467,30.348907,余杭区良渚古墩路小学
55,346.0,543.0,10034.0,宁波市实验小学,宁波市海曙区万安路2号,121.526213,29.87854583,宁波市,海曙区,南门街道,小学,330203.0,初等教育,,01010000208A110000A8AF5C79AD615E40A02E2C61E8E03D40,121.529586,29.876205,宁波市实验小学
56,353.0,558.0,10263.0,宁波市甬江职业高级中学,宁波市海曙区文化路368号,121.528058,29.888499,宁波市,海曙区,西门街道,职业高中学校,330203.0,中等教育,,01010000208A1100000819C8B3CB615E406087A3AB74E33D40,121.530918,29.885769,宁波市甬江职业高级中学
57,378.0,600.0,11226.0,杭州市余杭区勾庄中心幼儿园,浙江省杭州市余杭区良渚街道勾庄村沈家村145号里,120.082701,30.357848,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A110000309622F94A055E4060F030ED9B5B3E40,120.085658,30.351204,勾庄中心小学
58,390.0,626.0,11892.0,义乌市经济开发区学校,宏迪路65号,120.056947,29.297608,金华市,义乌市,稠江街道,小学,330782.0,初等教育,,01010000208A110000C0A60705A5035E403007B309304C3D40,120.061947,29.294712,浙江义乌经济开发区学校
59,395.0,633.0,11943.0,义乌市苏溪镇西山下幼儿园,义乌市苏溪镇西山下村,120.161296,29.394777,金华市,义乌市,苏溪镇,幼儿园,330782.0,学前教育,,01010000208A110000703E75AC520A5E408036001B10653D40,120.165762,29.394094,苏溪镇西山下小学
60,403.0,645.0,12161.0,义乌市望道中学,浙江省义乌市城西街道圣寿路666号,119.973353,29.297812,金华市,义乌市,城西街道,初级中学,330782.0,中等教育,,01010000208A110000A89D616A4BFE5D40405B40683D4C3D40,119.978075,29.296298,望道中学
61,405.0,648.0,12197.0,德清县圆圆幼儿园,德清县乾元镇东郊路40号,120.0918429,30.54691821,湖州市,德清县,乾元镇,幼儿园,330521.0,学前教育,,01010000208A110000E03A00C1E0055E407089F1D4028C3E40,120.093723,30.546161,德清县圆圆幼儿园
62,406.0,649.0,12243.0,杭州市行知小学,杭州市西湖区学院路行知巷6号,120.1254094,30.28632032,杭州市,西湖区,翠苑街道,小学,330106.0,初等教育,,01010000208A110000303D1CB506085E401049D6494C493E40,120.130585,30.283874,行知小学
63,408.0,652.0,12291.0,德清县新市镇康乐幼儿园,浙江省德清县新市镇西成路51号,120.281058,30.62035709,湖州市,德清县,新市镇,幼儿园,330521.0,学前教育,,01010000208A11000008ADC1DAFC115E4050FBEDB8CF9E3E40,120.282355,30.618916,新市镇康乐幼儿园
64,412.0,660.0,12454.0,杭州市余杭中学,杭州市余杭区余杭街道文一西路2228号,119.959704,30.268109,杭州市,余杭区,余杭街道,高级中学,330110.0,中等教育,,01010000208A110000C87553CA6BFD5D4060C39ACAA2443E40,119.964351,30.266627,余杭中学
65,419.0,670.0,12806.0,义乌市佛堂镇田心小学,义乌市佛堂镇田心二村588号,120.013645,29.181688,金华市,义乌市,佛堂镇,小学,330782.0,初等教育,,01010000208A1100004030478FDF005E406013D21A832E3D40,120.022557,29.174964,佛堂镇田心幼儿园
66,420.0,671.0,12813.0,杭州市余杭区大禹小学,杭州市余杭区余杭街道城东路298号,119.948573,30.265829,杭州市,余杭区,余杭街道,小学,330110.0,初等教育,,01010000208A1100009837876BB5FC5D4010548D5E0D443E40,119.953286,30.262493,余杭区大禹小学
67,425.0,677.0,12920.0,杭州市余杭区孝慈水木清华幼儿园,杭州市余杭区小和山水木清华苑小区商住区,119.909557,30.243508,杭州市,余杭区,中泰街道,幼儿园,330106.0,学前教育,,01010000208A1100004036902E36FA5D408050508A563E3E40,120.01849,30.218477,孝慈水木清华幼儿园
68,427.0,679.0,12963.0,杭州市余杭区新明半岛英才学校,杭州市余杭区中泰街道新明半岛商住区,119.945131,30.243806,杭州市,余杭区,中泰街道,九年一贯制学校,330110.0,中等教育,,01010000208A110000E0DBBB067DFC5D409091EC116A3E3E40,119.950008,30.240962,杭州市余杭区新明半岛英才学校
69,436.0,699.0,13355.0,杭州市西湖区午山幼儿园,杭州市转塘家园小区内,120.083366,30.16648424,杭州市,西湖区,转塘街道,幼儿园,330106.0,学前教育,,01010000208A11000040BE73DE55055E40F03601B69E2A3E40,120.087652,30.164385,午山幼儿园
70,437.0,700.0,13392.0,义乌市义亭镇童星幼儿园,浙江省义乌市义亭童星幼儿园,119.95661,29.2359,金华市,义乌市,义亭镇,幼儿园,330782.0,学前教育,,01010000208A110000B041261939FD5D40602041F1633C3D40,119.959966,29.23407,义亭镇童星幼儿园
71,438.0,701.0,13410.0,德清县新安镇中心幼儿园,德清县新安镇新华街18号,120.213867,30.532052,湖州市,德清县,新安镇,幼儿园,330521.0,学前教育,,01010000208A11000068AC36FFAF0D5E4080C5538F34883E40,120.219539,30.532451,德清县新安镇中心幼儿园
72,439.0,702.0,13443.0,浙江特殊教育职业学院,浙江省杭州市西湖区留和路527号,120.010645,30.20853494,杭州市,西湖区,留下街道,专科院校：高等职业学校,330106.0,高等学校,,01010000208A110000F8307368AE005E40905FBB8B62353E40,120.014642,30.204525,浙江特殊教育职业学院
73,441.0,704.0,13482.0,宁波国际文武学校,联丰中路299号,121.4943791,29.87241809,宁波市,海曙区,高桥镇,九年一贯制学校,330203.0,中等教育,,01010000208A110000F8E406E8A35F5E4020FDBCCA56DF3D40,121.49802,29.870169,宁波国际文武学校
74,443.0,707.0,13501.0,德清县回龙小区幼儿园,德清县回龙小区117号,119.956144,30.52716,湖州市,德清县,舞阳街道,幼儿园,330521.0,学前教育,,01010000208A11000010919A7631FD5D4060C22FF5F3863E40,119.960981,30.524438,回龙小区幼儿园
75,445.0,714.0,13636.0,杭州市余杭区良渚喜羊羊幼儿园,良渚街道庙长桥路1号,120.094246,30.357435,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A110000D8F15F2008065E40207233DC805B3E40,120.098733,30.355178,杭州市余杭区良渚喜羊羊幼儿园
76,446.0,720.0,13695.0,杭州市余杭区吴家厍幼儿园,杭州市余杭区良渚街道良运家园32号,120.1129766,30.35391573,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A110000A88D34023B075E40D0E3A5389A5A3E40,120.117961,30.351665,杭州市余杭区吴家厍幼儿园
77,451.0,726.0,13807.0,杭州市余杭区良渚七贤小学,杭州市余杭区良渚街道浥浪桥2号,120.011795,30.349442,杭州市,余杭区,良渚街道,小学,330110.0,初等教育,,01010000208A11000068D0D03FC1005E4050D9E90775593E40,120.01696,30.346813,良渚七贤小学
78,453.0,728.0,13850.0,德清县地理信息小镇幼儿园,德清县舞阳街道游子街与宋村路交叉口,119.965532,30.520706,湖州市,德清县,舞阳街道,幼儿园,330521.0,学前教育,,01010000208A11000078CFBA46CBFD5D40C0D408FD4C853E40,119.97049,30.518182,德清地理信息小镇幼儿园
79,458.0,743.0,14074.0,杭州市西湖区甲来路幼儿园,杭州市西湖区都市阳光甲来路88号,120.062532,30.344128,杭州市,西湖区,三墩镇,幼儿园,330106.0,学前教育,,01010000208A11000008BD378600045E4050A3C9C518583E40,120.06764,30.34176,杭州市西湖区甲来路幼儿园
80,464.0,756.0,14245.0,宁波市海曙区洞桥镇中心初级中学,浙江省宁波市海曙区洞桥镇荷晓东路962号,121.4080275,29.78609119,宁波市,海曙区,洞桥镇,初级中学,330203.0,中等教育,,01010000208A110000D05A551F1D5A5E4040B9B0453DC93D40,121.413642,29.78264,洞桥镇中心初级中学
