,Unnamed: 0,Unnamed: 0.1,objectid,name,address,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape,verify_point_x,verify_point_y,verify_address
10,107.0,164.0,2967.0,义乌市欧景幼儿园,浙江省义乌市贝村路欧景名城小区内,120.0353498,29.27767849,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A11000020FEC32B43025E40505A01F015473D40,120.040006,29.275081,欧景幼儿园
11,124.0,185.0,3248.0,杭州市余杭区人和幼儿园,杭州市余杭区五常路口荆长路一号,120.0377622,30.24204948,杭州市,余杭区,五常街道,幼儿园,330110.0,学前教育,,01010000208A110000183C4DB26A025E40B07F75F4F63D3E40,120.042583,30.239767,人和幼儿园
12,127.0,189.0,3325.0,宁波市海曙区石碶波波幼儿园,宁波市海曙区石碶街道栎社车站新村128号,121.4789847,29.81062187,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000A89590AFA75E5E4080E423EA84CF3D40,121.483311,29.808039,宁波市海曙区石碶波波幼儿园
13,137.0,201.0,3482.0,宁波市海曙区高桥镇新芽幼儿园,宁波市海曙区高桥镇长乐村博爱路66号,121.4997984,29.89315656,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A110000483F59B2FC5F5E40F04A94E8A5E43D40,121.504125,29.890729,海曙区高桥镇新芽幼儿园
14,143.0,207.0,3566.0,杭州市余杭区万佳宝贝幼儿园,余杭街道禹航路1068号,119.9364727,30.28327113,杭州市,余杭区,余杭街道,幼儿园,330110.0,学前教育,,01010000208A110000F0942A2BEFFB5D40C08BF37484483E40,119.940955,30.280892,万佳宝贝幼儿园
15,151.0,220.0,3832.0,杭州市西湖区乐迪幼儿园,杭州市周坪路137号,120.0643388,30.34394532,杭州市,西湖区,三墩镇,幼儿园,330106.0,学前教育,,01010000208A1100002890A9201E045E40B0E5F9CC0C583E40,120.069298,30.341538,乐迪幼儿园
16,153.0,222.0,3877.0,杭州市保俶塔实验学校,浙江省杭州市西湖区天目山路81号,120.144894,30.27284348,杭州市,西湖区,北山街道,十二年一贯制学校,330106.0,中等教育,,01010000208A110000A0EB7CF145095E40500DEA11D9453E40,120.149558,30.270504,杭州市保俶塔实验学校
17,154.0,223.0,3895.0,杭州云谷幼儿园,杭州市西湖区桃源坞基金小镇5-7号楼,120.1007556,30.25810601,杭州市,西湖区,留下街道,幼儿园,330106.0,学前教育,,01010000208A1100001802BFC772065E4050F73A3C13423E40,120.105549,30.255896,杭州云谷幼儿园
18,160.0,231.0,3994.0,杭州市西湖区东方幼儿园,杭州市紫荆花路282号,120.0879673,30.29037869,杭州市,西湖区,文新街道,幼儿园,330106.0,学前教育,,01010000208A11000060A9BD41A1055E40F07A1642564A3E40,120.092789,30.288049,东方幼儿园
19,162.0,233.0,4006.0,宁波海曙中心小学,宁波市海曙区孝闻街8号,121.5393759,29.87700931,宁波市,海曙区,鼓楼街道,小学,330203.0,初等教育,,01010000208A110000D0665D2285625E40D0BCA0AE83E03D40,121.543567,29.874425,海曙中心小学
20,170.0,249.0,4153.0,义乌市义亭镇中心幼儿园,浙江省义乌市义亭镇双塘路606号,119.9514036,29.24504003,金华市,义乌市,义亭镇,幼儿园,330782.0,学前教育,,01010000208A1100009874E7CBE3FC5D40900F83F1BA3E3D40,119.9559,29.242208,义亭镇中心幼儿园
21,171.0,254.0,4252.0,义乌市北苑金典幼儿园,义乌市北苑街道畈东村175栋,120.0234318,29.31570456,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000E07D06E87F015E4070B19C03D2503D40,120.028095,29.313137,义乌市北苑金典幼儿园
22,182.0,272.0,4472.0,杭州市保俶塔申花实验学校,杭州市西湖区竞舟北路189号,120.0942282,30.31091959,杭州市,西湖区,三墩镇,九年一贯制学校,330106.0,中等教育,,01010000208A110000D04EA8D507065E40508E0D6D984F3E40,120.098996,30.308644,杭州市保俶塔申花实验学校
23,202.0,300.0,4874.0,宁波市海曙区古林镇福娃幼儿园,宁波市海曙区古林镇礼嘉桥村1号,121.5002995,29.85197687,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A11000058F652E804605E4040C70A281BDA3D40,121.504704,29.849481,古林镇福娃幼儿园
24,205.0,307.0,4994.0,义乌市德胜小学,义乌市后宅街道净居东路86号,120.0577718,29.37416001,金华市,义乌市,后宅街道,小学,330782.0,初等教育,,01010000208A11000030366588B2035E40C03D3DF3C85F3D40,120.062506,29.371694,义乌市德胜小学
25,207.0,316.0,5153.0,德清县逸夫小学,浙江省德清县武康街道群益街78号,119.9578219,30.53400468,湖州市,德清县,武康街道,小学,330521.0,初等教育,,01010000208A110000103420F44CFD5D4040A0CF87B4883E40,119.962471,30.531797,逸夫小学
26,235.0,358.0,6061.0,义乌市苏溪镇小机灵幼儿园,义乌市苏溪镇人民南路100号,120.122205,29.410312,金华市,义乌市,苏溪镇,幼儿园,330782.0,学前教育,,01010000208A110000189AEB34D2075E4000280D350A693D40,120.127023,29.407787,义乌市苏溪镇小机灵幼儿园
27,238.0,363.0,6125.0,宁波市海曙区东方幼儿园,宁波市海曙区三市路228弄21号,121.532838,29.858227,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A11000038048E041A625E40508BC1C3B4DB3D40,121.536957,29.855732,东方幼儿园
28,241.0,369.0,6367.0,义乌市上溪镇上楼宅幼儿园,义乌市上溪镇上楼宅村,119.934606,29.261542,金华市,义乌市,上溪镇,幼儿园,330782.0,学前教育,,01010000208A1100005029AF95D0FB5D40D087A06AF4423D40,119.938975,29.258786,上溪镇上楼宅幼儿园
29,278.0,441.0,7893.0,杭州市余杭区绿城育华翡翠城幼儿园,杭州市余杭区五常大道高教路口,120.013988,30.246311,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A11000058A2EC2DE5005E4020A5D93C0E3F3E40,120.01873,30.24376,绿城育华翡翠城幼儿园
30,293.0,461.0,8253.0,义乌市城西街道东河幼儿园,浙江省义乌市城西街道东河工商街110号,119.988749,29.310408,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A110000F8BCE2A947FF5D40B06A10E6764F3D40,119.993162,29.307719,城西街道东河幼儿园
31,313.0,495.0,8999.0,杭州市余杭区鸬鸟镇中心幼儿园,杭州市余杭区鸬鸟镇雅城村236号,119.754775,30.455212,杭州市,余杭区,鸬鸟镇,幼儿园,330110.0,学前教育,,01010000208A110000A835CD3B4EF05D4030BF0CC688743E40,119.759536,30.452854,鸬鸟镇中心幼儿园
32,315.0,497.0,9007.0,杭州市余杭区星华幼托园,杭州市余杭区良渚莫干山路2164号,120.051898,30.375758,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A110000982EFD4B52035E40E03521AD31603E40,120.056781,30.37342,星华幼托园
33,318.0,500.0,9144.0,杭州市之江外语实验学校,杭州市西湖区文一西路102号,120.1007735,30.29261419,杭州市,西湖区,文新街道,小学,330106.0,初等教育,,01010000208A11000000B8771273065E40C0826BC3E84A3E40,120.105562,30.290625,之江外语实验学校
34,334.0,523.0,9543.0,杭州市长桥小学,浙江省杭州市西湖区西湖街道净寺社区,120.14856,30.231371,杭州市,西湖区,西湖街道,小学,330106.0,初等教育,,01010000208A110000985FCD0182095E40303E3E213B3B3E40,120.153257,30.229072,杭州市长桥小学
35,341.0,536.0,9819.0,杭州市余杭区瓶窑镇彭公中心小学,杭州市余杭区瓶窑镇彭公中心小学,119.899484,30.41849,杭州市,余杭区,瓶窑镇,小学,330110.0,初等教育,,01010000208A110000A0D1562591F95D4000B41F29226B3E40,119.903993,30.415996,杭州市余杭区瓶窑镇彭公中心小学
36,362.0,572.0,10616.0,杭州市余杭区绿城育华亲亲幼儿园,杭州市余杭区良渚街道金家渡亲亲家园社区,120.086355,30.337335,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A11000028361FD786055E40D0CB28965B563E40,120.091303,30.335166,绿城育华亲亲幼儿园
37,367.0,578.0,10851.0,杭州市余杭区康乔岸上蓝山幼儿园,杭州市余杭区闲林街道岸上蓝山星河苑23幢,120.003619,30.235909,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A11000038A92F4B3B005E4000D53F88643C3E40,120.008336,30.233551,康乔岸上蓝山幼儿园
38,371.0,585.0,10965.0,杭州市余杭区吉的堡西溪山庄幼儿园,杭州市余杭区余杭街道沈家店社区桃源小镇内,119.958365,30.235823,杭州市,余杭区,余杭街道,幼儿园,330110.0,学前教育,,01010000208A110000602827DA55FD5D4000A568E55E3C3E40,119.962917,30.233297,吉的堡西溪山庄幼儿园
39,388.0,622.0,11852.0,义乌市北苑街道启龙幼儿园,浙江省金华市义乌市北苑街道工业区兴工路11号,120.048546,29.309635,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A1100008096AE601B035E4070B2463D444F3D40,120.053254,29.307239,义乌市北苑街道启龙幼儿园
40,434.0,694.0,13181.0,义乌市儿童乐园幼稚园,义乌市江滨中路义乌乐园内,120.068378,29.294727,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A11000008711E4E60045E40903F8A3A734B3D40,120.07316,29.291994,义乌市儿童乐园幼稚园
